stage,epidermis,eye,ionocyte,liver,mucous,neural
 14-21,0,0,33.84,0,0.9,0
 24-34,0,0.91,109.03,0,7.82,1.41
 36-46,1.82,0,34.96,0,9.78,0
 48-58,0,0,3.16,8.87,0.82,0
 60-70,0,0,0.57,0,0,0
 72-82,0,0,2.84,0,0,1.17
 84-94,0,0,1.06,0,1.52,0
 96-106,0.62,0,1.38,0,1.28,0
108-118,0.47,0,2.3,0,0,0
