stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,13.35,11.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,7.63,71.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.1,23.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,17.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183.72,34.22,0,0,35.66,0,14.97,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,1.41,5.48,39.08,5.36,0,2.66,0,0.82,0,0.96,0.92,0,0,11.05,0,0.92,0,0,2.75,1.16,0,1.01,52.72,26.41,0,0,0,0,76.11,0.9,9.74,4.61,1.78,6.38,156.18,0,0,0,0,0
 24-34,0,0,0.71,2.77,13.25,0.62,0,35.18,0,1.32,2.28,4.65,1.51,0,0,14.44,0.92,0,0,10.57,9.8,1.82,0,9.57,130.6,7,1.27,2.67,0,0,116.49,0,0,4.45,3.12,4.63,95.41,0,0,2.84,0,2.33
 36-46,0,0,0,0,25.36,0,0,43.25,1.68,6.76,6.1,11.33,4.22,0,0,9.58,0,0.68,0,36.16,37.67,0.72,2.04,2.13,264.12,8.1,2,2.7,0,0,274.6,0,0,8.57,13.5,0,32.35,0,0,1.04,0,18.99
 48-58,0,0,0.53,0,24.31,0.41,0,69.05,0.81,7.28,4.17,16.98,2.03,0,0.45,9.97,4.75,1.26,0,27.39,30.47,0.63,2.15,9.2,192.1,12.52,1.09,3.15,0,0,260.95,0,0,12.31,2.25,0,43.44,0,0,0.63,0,28.64
 60-70,0,0,4.68,0,50.29,0,0,52.36,0,4.71,4.08,23.76,5.59,0,0,9.24,7.07,2.05,0,13.66,36.11,7.32,3.89,7.32,256.54,18.97,0,11.25,0,1.22,171.04,0,0,5.2,6.96,0,36.59,0,0.61,0,0,3
 72-82,0,0,8.23,0,34.71,0,0,82.17,1.95,7.92,4.65,52.27,4.46,0,2.41,4.71,0,3.93,2.16,23.42,70.49,7.04,12.35,2.29,352.08,5.02,1.8,4.09,0,0.89,157.22,0,0,2.1,1.11,0,33.55,10.63,0,1.67,9.89,9.72
 84-94,0,0,1.18,0,96.01,0,0,110.99,2.75,15.57,5.38,34.89,20.29,0,1.35,22.52,3.55,0.58,1.45,44.11,66.13,17.39,3.12,7.28,269.67,5.17,4.05,20.44,0,0,863.4,0,0,5.52,4.63,0,49.92,12.75,6.25,1.93,21.46,11.87
 96-106,0,0,9.03,0,116.4,0,0,131.68,0.71,11.71,7.75,105.8,37.02,0,1.19,22.64,3.52,2.52,20.14,29.05,78.73,18.28,12.92,6.04,218.51,4.88,5.78,16.78,0,5.9,419.42,0,0,6.82,1.9,0,18.96,31.58,4.81,5.19,16.13,28.61
108-118,0,0,9.38,1.15,190.27,0,3.02,102.49,3.86,24.82,9.69,118.39,47.19,0,2.82,43.73,4.92,4.29,27.32,33.42,86.15,43.03,4.75,2.38,383.22,4.5,0,18.72,0,4.36,672.89,0,0,5.22,5.05,0,3.4,64.15,6.03,5.75,12.26,56.5
120,0,0,10.58,0,72.85,0,1.71,89.95,0,10.73,5.4,147.59,18.54,2.11,7.37,20.91,16.53,0,2.26,13.68,57.57,21.74,19.49,6.02,386.4,1.87,23.57,26.33,0,0,239.21,0,0,6.06,0,0,7.84,25.66,17.91,4.27,83.48,4.96
