stage,axial,blastomeres,eye,neural,notochord,paraxial_mesoderm,periderm,presomitic_mesoderm,spinal_cord
  3-4,0,245.04,0,0,0,0,0,0,0
  5-6,0,52.23,0,7.48,0,0,0,0,0
  7-9,7.47,0,0,6.83,0,0,0,0,0
 10-12,0,0,4.16,11.04,13.18,12.98,0,5.64,0
 14-21,0,0,0,4.17,0,0,0,2.69,0
 24-34,0,0,0,2.82,0,0,0,0,0
 36-46,0,0,0,2.54,0,0,0,0,0
 48-58,0,0,0,6.84,0,0,0,0,0.69
 72-82,0,0,0,0.83,0,0,0,0,0
 84-94,0,0,0,0.75,0,0,0,0,0
 96-106,0,0,0.68,0,0,0,1.06,0,0
