stage,erythrocytes,eye,heart,mesenchyme,mural_cell,muscle,neural,spinal_cord,vascular_smooth_muscle,vasculature
 14-21,0,0,0,0,0,0,1.11,0,0,0
 24-34,0,0,0,0,0,0,7.49,0,0,0
 36-46,0,1.46,0,0,0,0,10.64,1.31,0,0
 48-58,0,0,0.66,0,0.79,0,8.75,0,0,0
 60-70,0,0,0,1.9,7.5,0,6.13,0,0.82,0
 72-82,0.92,0,0,2.93,0,0,6.41,0,0,0
 84-94,0,0,0.82,2.1,0,0,0,0,0,0
 96-106,0,0,0,0,0,0,10.7,0,0,1.91
108-118,0,0,0,1.71,0,0.48,4.28,0,0.54,0
120,0,0,0,16.13,0,0,0,0,0,0
