stage,endocrine_pancreas,epidermis,glial,hatching_gland,mesenchyme,muscle,neural,periderm,pgc,pronephros,somites,spinal_cord
 14-21,0,0,0,3.59,0,0,1.12,0,0,0,3.72,1.86
 36-46,0,0,0,0,0,0,0,0,0,1.44,0,0
 48-58,0.68,0,0,0,0,12.7,0,0,0,1.58,0,0
 60-70,0,0,0,0,1.29,0,0,0,0,2.91,0,0
 72-82,0,0,1.55,0,17.47,0,1.32,0,0,7.75,0,0
 84-94,0,0,0,0,0.97,0,1.4,0,0,0,0,1.39
 96-106,0,4.15,0,0,95.94,0,1.65,0.96,1.52,10.06,0,0
108-118,0,0,0,0,66.54,0,18.74,0,0,1.69,0,0
120,0,0,0,0,152.4,0,0,0,0,0,0,0
