stage,eye,glial,muscle,neural,spinal_cord,vasculature
 14-21,0,0,1.38,1.13,0,0
 24-34,0,0,0,8.45,0.62,1.08
 36-46,0.95,0,0,11.12,0,0
 48-58,0.86,0.45,0,4.99,0,0
 60-70,0.69,0,0,6.56,0.57,0
 72-82,0,0,0,5.61,5.95,0
 84-94,0,0,0,16.99,0,0
 96-106,0,0,0,5.07,0,0
108-118,0,0,0,3.99,0,0
120,9.83,0,0,0,0,0
