stage,epidermis,eye,fin_epithelia,fin_mesenchyme,glial,gut,immune,iridophores,melanocytes,mesenchyme,mural_cell,muscle,neural,olfactory,otic,periderm,pronephros,spinal_cord,visceral_smooth_muscle
 24-34,0,0,0,0,0,0,0,0,0,0.79,0,0.76,2.56,0.69,0,0,0,0,0
 36-46,0,0,0,0,0,0,0,0,0,0.67,0,0,1.98,0,0,2.97,0,0,0
 48-58,0,0.61,0,0,0,0,0,0,11.64,0.44,0,0,3.38,0,0,0,0,0.98,0
 60-70,0,0.87,0,0,0,0,0,0,0,1.81,0,0,2.84,0,0.86,1.54,0.62,1.47,0
 72-82,0,6.43,0,0,1.21,0,0,0,0,1.75,0,0,5.57,1.29,0,0,0,0,0.53
 84-94,0,2.15,0,0,0,0,0.65,0.6,0,2.33,0,0,3.86,0,0,0,0,0,0
 96-106,0.57,0.68,0,0,3.09,0,0,0,0,0,1.7,0,3.59,0,0,2.89,0,0,0
108-118,1.43,0,0.7,0,1.07,0,0.6,0,0,8.22,0,0,1.9,0,0,4.54,0,0,0
120,2.47,0,2.32,9.22,0,1.4,3.69,0,0,0,8.5,0,3.5,0,0,5.02,0,0,0
