stage,epidermis,eye,glial,mesenchyme,muscle,neural,paraxial_mesoderm,periderm,spinal_cord
  7-9,0,0,0,0,0,4.46,3.83,0,0
 14-21,0,0,0,0.83,0,0,0,0,1.14
 24-34,0,0,1,0,0.94,0,0,0,0
 36-46,0,0,0,0.77,0,1.9,0,0,0
 48-58,2.79,0,0,0,0,0,0,0,0
 60-70,0,2.46,0,0,0,1.84,0,0,0
 84-94,0,0,0,0,0,0,0,2.1,0
