stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,9.89,176.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,10.76,291.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.84,0,0,0,0,0,0,0,0,0,0
  7-9,10.33,0,0,35.93,0,0,0,28.35,0,0,0,0,0,3.82,0,0,0,0,0,0,0,0,0,0,0,187.9,0,0,0,73.09,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,27.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.2,15.4,0,0,34.35,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,1.95,7.92,3.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.04,0,0,3.11,5.99,0,0,0,0,0,0,5.41,0.91,0,1.96,3.03,0,0,0,0,0
 24-34,0,0,0,0,126.63,0,0,1.55,0,5.17,0,0,0,0,0,0,0,0,0,0,0,44.74,0.98,1.21,41.42,61.39,1,1.01,0,0,0,1.38,0,0,0.99,0.6,16.93,0,0,6.8,0,1.49
 36-46,0,0,0,0,310.42,0,0,9.1,1.29,29.04,2.26,5.92,0,0,0,0,0,0,0,0,0,89.09,2,1.72,98.62,73.89,0,0.87,0,0,0,0,0,0.88,0,0,8.52,0,3.71,3.6,0,2.83
 48-58,0,0,0,0,332.19,0,0,19.86,0,36.85,7.01,10.85,0,0,0,0,0,0,0,0,3.09,235.93,2.02,0.4,73.37,95.58,0,1.62,0.41,0,0,9.9,0,0,4.44,0,12.48,0,4.06,18.72,0,2.62
 60-70,0,0,0,0,215.49,13,0,18.91,0,25.24,1.64,11.98,0,0,0,0,0,0,0,0,0,323.75,0.76,0,77.15,109.26,0,0,3.21,0,5.89,3.51,0,0,0,0,14.62,0,12.41,10.37,2.04,0
 72-82,0,0,0,0,65.81,0,0,21.26,1.33,20.17,11.56,32.37,0,0,6.25,0,0,0,0,0,0,640.2,4.82,30.42,49.24,183.28,0,1.49,0,0,14.04,0,0,0,0,0,17.2,0.78,30.11,8.18,9.63,0
 84-94,0,0,0,0,143.28,0.82,0,60.06,0.58,19.92,4.85,6.83,0.76,0,26.05,0,0,0,0,0,0,406.31,1.87,22.29,55.06,89.74,0,0,1.19,0,16.53,0.68,0,0.93,0,0,13.64,0,39.82,12.43,6.75,0
 96-106,0,0,4.65,0,84.74,0,0,36.03,0,10.97,4.81,11.66,0,0,28.39,0,0.57,0,0,4.24,0,688.02,0.71,35.1,37.47,121.79,0,2.87,0,0,29.01,2.53,0,0,0,0,3.28,3.37,91.36,1.41,20.21,0
108-118,0,0,0,0,81.52,0,1.47,56.46,0,8.56,5.62,12.63,0,0,18.18,0.93,0,3.66,0.49,0,0,787.24,0,21.99,26.24,141.5,0,0,0.58,0,41.47,1.23,0,0,0,0,3.62,0,86.13,1.48,5.94,1.42
120,0,0,3.01,0,59.03,0,0,29.21,0,29.85,8.3,28.06,0,0,60.53,0,0,12.97,0,0,0,966.4,7.81,41.33,35.77,238.65,0,12.05,12.34,0,13.67,0,0,0,0,0,8.06,0,93.49,6.56,18.21,0
