stage,epidermis,eye,fin_mesenchyme,glial,gut,immune,mesenchyme,muscle,neural,pronephros
 24-34,0,0,0,0.63,0,0,0,0,0,1.71
 72-82,0,2.34,0,0,0,0.61,2.35,0,0,0
 84-94,0,0,0,0,0,74.91,0,0,0,0
 96-106,1.93,0,0,0,0.62,20.44,0,0,0,0
108-118,0,3.7,0.6,0,0,49.97,0,0,4.36,0
120,0,0,0,0,0,31.64,6.86,7.6,4.07,0
