stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,43.08,1295.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.7,0,0,0,0,0,0,0,0,0,0
  5-6,39.2,804.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,4.29,17.22,0,6.95,0,6.96,0,8.48,0,0,0,0,0,11.69,0,0,0,0,0,0,0,0,0,0,0,204.88,9.01,0,0,53.7,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,10.34,0,3.62,0,5.32,0,27.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.42,23.4,0,0,134.68,0,0,4.56,7.9,0,3.87,0,0,0,0,0,0
 14-21,0,0,0,4.48,46.9,6.25,0,21.96,0,0,0,7.54,2.59,0,2.21,0,0,0,0,0.97,0.89,36.94,0,0,36.51,176.22,14.43,0,3.64,6.13,0,5.7,42.87,6.85,11.7,65.19,86.37,0,0,7.07,0,1.92
 24-34,0,0,0,1.26,19.98,2.38,0,40.99,0,1.24,3.51,26.03,1.38,0,9.72,1.49,1.24,2.07,0,0,2.34,82.24,0,0.81,34.29,204.23,1.3,0,1.84,0,0,15.81,0,14.8,5.75,8.34,48.34,0,0,16.73,0,4.56
 36-46,0,0,0,0,20.7,1.68,0,39.09,0,5.29,4.81,29.43,0.97,1.09,7.74,3.31,0,0,1.26,0.71,6.76,69.56,0,1.62,29.77,145.78,1.85,0,1.87,0,0,31.33,0,21.09,1.97,0,76.18,0,0,37.16,0,26.45
 48-58,0,0,0,0,12.67,0.45,0,50.82,0.68,2.26,3.7,58.65,0.82,1.97,10.16,1.37,0.37,5.3,1.27,3.44,9.73,123.9,0,1.56,23.19,103.59,3.58,2.62,0.37,0,0,9.95,0,21.82,1.4,0,68.91,0,2.17,83.69,0,20.01
 60-70,0,0,0,0,33.19,5,0,86.65,0.95,11.57,3.96,76.94,0,0,0,16.74,0.58,9.61,0,4.89,9.9,167.15,2.41,5.6,16.14,70.33,2.97,2.67,7.11,0,1.21,49.05,0,18.54,0.65,0,31.71,0.61,9.56,73.33,0.71,21.14
 72-82,0,0,0.69,0,31.53,0.54,0,136.84,2.3,7.89,6.38,107.05,2.33,1.48,9.06,17.93,0.7,6.09,4.4,0,3.66,301.54,1.83,6.24,29.29,89.86,1.1,3.05,4.02,0,2.68,54.02,0,92.07,0,0,36,0,32.83,227.38,4.84,21.62
 84-94,0,0,0,0,38.06,16.18,0,266.18,1.92,19.16,9.28,115.5,5.8,0,7.52,19.58,5.95,26.08,0,2.88,29.15,274.7,0,40.95,25.62,82.33,10.35,0,1.57,0,2.02,157.37,0,121.83,1.35,0,16.29,0,29.84,150.27,11.42,49.13
 96-106,0,0,2.03,0,81.13,35.46,0,379.05,2.63,14.1,16.26,146.02,3.91,0,10.51,13.65,4.64,26.11,3.52,9.28,20.73,376.77,9.12,9.81,36.86,109.21,3.11,4.32,4.6,0,2.34,161.34,0,154.34,1.93,0,13.52,0,32.23,283.82,6.27,38.87
108-118,0,0,0,0,138.36,3.92,18.18,561.51,2.56,24.71,16.68,125.12,15.46,0,10.41,23.35,5.12,62.78,2.8,6.15,32.98,390.48,1.06,15.7,24.34,139.4,17.89,2.05,14.04,0,11.27,123.87,0,144.44,5.54,0,17.13,8.1,19.32,162.55,6.68,40.96
120,0,0,0,4.41,143.17,10.19,2.35,438.36,14.69,52.19,15.37,220.03,8.53,0,14.83,33.11,3.87,27.95,2.12,10.11,10.93,480.76,0,73.41,41.98,187.15,28.34,1.32,15.41,0,65.6,120.89,1.12,125.54,5.3,0,9.56,4.64,40.54,176.88,23.28,11.46
