stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,711.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.04,0,0,0,0,0,0,0,0,0,0,0
  5-6,21.8,301.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.26,0,0,0,0,0,0,0,0,0,0,0
  7-9,13.84,0,0,9.16,0,0,0,20.69,0,0,0,0,15.21,0,0,0,0,0,0,0,0,0,0,0,116.15,4.06,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,11.88,0,7.34,0,0,0,8.11,0,0,0,0,138.36,0,0,0,0,0,0,0,0,0,0,0,209.72,19.47,0,0,108.81,0,4.24,0,0,32.7,0,3.11,0,0,0,0,0,0
 14-21,0,0,0,1.73,6.74,13.05,0,2.72,0,0,0,0,2.17,11,1.24,0,0,0,5.87,0,16.15,0,0,2,51.45,11.26,0,2.62,0,0,0,0,0,0,0,0,34.74,0,0,11.97,0,0
 24-34,0,0,1.52,0,3.26,16.62,0,7.01,0,0,0,0.85,2.84,11.04,0,0.62,0,0,5.2,0,20.42,0.69,0,3.15,317.58,0,1.71,5.23,0,0,0.66,0,0,0,0,0.69,202.17,0,0,75.85,0,0
 36-46,0,0,0,0,1.92,3.65,0,10.32,0,0,3.96,0,5.44,4.69,0,0,0,0,0.83,0,23.98,0,0,2.69,651.84,0,0.86,1.92,0,0,0.67,0.68,6.89,0,0,0,308.82,0,0,34.42,0,9.29
 48-58,0,0,0.4,0,16.03,2.37,0,75.01,4.29,0,22.66,2.29,2.9,10.85,0,0,0,0,0,1.48,48.72,4.06,1.77,2.78,1000.34,0.83,2.64,3.87,0,0,0,0,0,0,3.46,0,336.7,0,0,28.55,0,4.22
 60-70,0,0,0,0,10.52,0.67,0,301.79,0,1.68,12.42,1.69,1.21,4.88,4.02,0,4.97,0,0,0,83.44,0.63,11.41,3.32,1422.85,0,1.51,4.69,0,0,6.04,0,0,0,0,0,357.89,0,0,43.07,0.98,0
 72-82,0,0,0.87,0,8.99,5.18,0,854.86,0,0.75,60.26,3.71,1.05,1.72,1.89,0,2.68,0,0,0,84.3,4.17,15.07,2.32,1504.39,0,1.21,3,0,1.4,3.2,0,0,0,0,0,316.77,1.21,3.4,24.08,2.57,8.1
 84-94,0,0,1.15,0,18.04,13.76,0,629.5,0.91,15.13,38.51,15.06,1.95,0.82,1.53,12.14,1.28,3.81,0,7.74,65.01,7.33,13.25,1.01,1105.18,0,2.19,9.25,0,3.32,7.52,0,0,0,0,0,209.26,3.83,7.26,29.63,4.42,0.76
 96-106,0,0,0,0,7.83,24.38,0,828.82,0,0.6,37.06,11.39,0,4.87,3.81,3.06,2.56,1.29,0,0,66.47,0,25.96,7.77,1124.65,1.33,0,8.97,0,0.79,7.83,0,0,0.71,0.64,0,119.89,2.09,6.86,31.47,4.46,8.38
108-118,0,0,0.85,0,22.46,11.32,5.78,796.47,0.95,0.79,72.62,20.91,0,5.76,1.85,4.32,4.36,3.67,3.01,0,59.69,7.06,12.83,2.6,1796.94,0,0.46,12.28,0,7.71,1.39,0,0,2.29,0,0,117.03,0,3.36,25.92,10.83,0
120,0,0,14.95,0,11.12,4.82,13.85,769.49,4.77,0,82.2,12.14,0,10.57,6.35,0,0,3.84,0,0,94.06,0,10.4,0,2277.87,0,3.27,24.11,0,18.35,1.14,0,0,0,0,0,139.67,3.81,19.72,33.36,17.61,0
