stage,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  5-6,32.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.88,0,0,0,9.82,0,60.16,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,4.6,0,0,0,0,0,0,0,0,0,0,0,3.73,0,0,0,0,0,44.68,0,0,0,35.5,0,86.38,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,1.14,0,19.09,0.95,0,3.95,0,0,0,3.62,0,0,0,0,8.52,0,0.92,0,0.85,1.99,12.39,0,2.03,68.15,0,0,3.06,3.93,0,2718.8,0,6.38,1.85,0.97,18.94,27.58,0,0,0,0,0
 24-34,0,1.4,0,33.24,1.87,0,51.23,0,20.62,0.72,5.56,0,0,0,9.94,43.19,1.76,1.93,0.6,4.82,41.37,97.58,0.91,37.52,644.93,1.7,11.75,3.06,0,0,10360.19,0,0,8.67,13.08,13.95,86.61,0,0,19,0,2.05
 36-46,0,0,0,10.47,0,0,37.24,3.95,35.51,1.5,12.51,2.26,7.5,0,0,54.66,0,0,0,0,25.44,120.43,0,7.98,390.67,5.55,22.98,8.68,0,0,12045.34,0,0,13.56,0,0,83.79,0,0,14.11,0,6.92
 48-58,0,0,0,21.65,3.06,0,133.53,1.14,96.53,0.99,38.69,1.97,35.48,0,0.42,48.98,0.63,1.99,1.39,1.7,40.13,99.82,0,10.71,414.1,6.33,49.84,2.28,0,0,7734.54,0.65,0,1.01,4.03,0,109.52,0,0,4.79,0,18.63
 60-70,0,0,0,31.87,0,0,133.16,3.75,63.81,0,31.78,0.61,39.77,0.77,0,220.19,7.89,2.88,0,0,34.64,42.08,0,13.99,229.45,0.98,50.36,0,0,0,5057.52,0,0,21.54,0,0,57.29,1.22,0,1,0,16.25
 72-82,0,1.79,0,60.85,0.76,0,86.45,0,50.73,1.67,59.11,2.45,8.56,1.41,0,500.69,0.59,0,0.54,0,65.59,43.3,1.19,9.13,157.67,0,176.35,8.66,0,1.77,2863.57,0,0,39.3,4.52,0,13.9,4.13,0,11.18,0.59,15.42
 84-94,0,1.55,4.09,176.46,17.44,0,131.07,3.16,223.39,0,84.51,21.05,30.17,0,2.35,798.93,0,4.6,5.08,0,64.13,142.87,0.6,8.38,163.85,0,116.67,6.61,0,3.87,11300.56,0,0,110.9,2.62,0,61.01,4.02,2.3,2.33,1.52,10.51
 96-106,0,2.86,0,368.86,41.53,1.68,242.67,15.99,201.95,8.47,106.37,40.91,1.32,1.44,10.9,1410.6,0.63,1.86,39.4,0,193.82,131.94,1.53,21.86,360.89,0,461.98,22.8,0,0,7885.2,0,0,122.99,11.79,0,53.49,17.94,5.99,17.78,2.78,16.66
108-118,0,0,0,345.79,14.24,0.93,203.12,13.84,291.51,2.63,103.86,15.98,0,1.71,2.26,1114.31,3.09,6.27,7.57,2.88,182.26,153.38,0,21.06,278.33,1.46,302.14,15.49,0,3.53,7203.41,0.48,0,65.2,9.77,0,22.57,13.86,2.82,6,3.18,5.06
120,0,0,3.17,194.98,14.48,1.14,82.62,5.39,152.24,0,32.42,6.11,0,0,7.49,530.94,0,1.48,2.7,0,101.22,85.27,0,28.85,177.19,8.06,184.81,30.06,0,0,3372.86,1.53,0,85.7,1.99,0,17.91,7.49,0,0,0,0
