stage,eye,glial,mesenchyme,muscle,neural,paraxial_mesoderm,spinal_cord
  7-9,3.56,0,0,0,0,0,0
 10-12,0,0,0,0,0,5.75,0
 24-34,0,0,0,0,27.19,0,3.05
 36-46,0,0,0,0,54.79,0,2.57
 48-58,2.17,2.93,0,0.61,113.76,0,14.2
 60-70,21.72,0,0,0,101.93,0,4.11
 72-82,19.58,0,4.47,0,85.36,0,7.84
 84-94,9.32,0,0,0,58.05,0,5.83
 96-106,3.24,0,0,0,35.6,0,1.25
108-118,7.99,0,0,0,53.74,0,2.61
120,0,0,0,0,43.68,0,0
