stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,9.79,400.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,7.29,149.93,0,0,0,0,0,0,0,0,0,0,22.09,0,0,0,0,0,0,0,0,0,0,0,9.19,0,0,0,0,0,10.51,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,7.78,0,0,0,0,0,0,0,0,0,0,3.44,0,0,0,0,0,0,0,0,0,0,0,18.73,0,0,0,0,0,8.68,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,13.49,0,33.87,0,0,0,14.05,0,0,0,0,17.63,0,0,0,0,0,0,0,0,0,0,0,348.11,14.68,0,0,65.12,0,8.04,5.47,0,14.17,0,0,5.88,0,0,0,0,0
 14-21,0,0,4.46,4.22,250.07,52.14,0,5.83,5.81,0,0,5.02,9.19,2.77,17.53,26.21,0,0,0,6.04,18.78,0,0,7.05,161.03,13.51,12.78,3.48,4.31,0,224.55,0,14.21,25.02,4.44,11.81,66.82,0,0,44.92,0,26.38
 24-34,0,0,6.13,3.3,110.24,11.52,0,48.03,19.63,0,13.57,3.94,2.48,10.82,44.07,80,0,4.77,6.68,29.62,41.48,18.95,0,30.25,534.59,6.18,80.82,11.11,0,1.14,488.36,0,0,44.39,1.16,3.14,154.9,0,0,190.19,0,46.21
 36-46,0,0,2.85,0.96,86.9,0,0,71.16,12.33,0.57,73.59,3.86,8.21,11.83,43.68,53.6,5.72,5.33,1.45,48.58,45.92,10.27,2.72,8.17,473.81,9.12,51.95,10.31,0,0,627.26,0.81,1.05,12.78,0,0,118.76,0,0,45.2,0,90.61
 48-58,0,0,0.54,0,76.75,2.27,0,119.66,26.08,3.02,113.52,3.5,5.05,10.89,53.11,15.82,12.26,4.67,0.58,21.07,72.76,20.44,20.08,7.82,351.08,2.47,52.82,16.87,0,0.9,448.08,0,0,8.99,0,0,120.79,0,0.37,88.24,0,93.58
 60-70,0,0,1.22,0,59.89,2.08,0,101.86,35.36,4.67,169.72,8.64,2.45,3.76,82.91,22.33,4.37,5.12,7.85,22.6,77.64,15.25,10.74,7.62,261.22,0.63,50.98,13.57,0,0,373.93,0,5.3,10.33,0,0,72.89,2.83,1.42,75.11,0,116.85
 72-82,0,0,18.44,1.12,82.45,15.94,0.76,148.19,35.65,17.27,204.7,33.86,3.68,13.14,87.6,30.23,16.3,21.68,6.12,6.29,119.67,25.56,15.29,5.86,252.18,0,79.54,29.3,0,5.15,292.38,1.65,0,11.61,0,0,40.53,16.05,3.75,100.06,7.36,90.87
 84-94,0,0,19.57,0.75,185.17,6.39,1.39,142.13,63.67,9.84,158.29,65.78,5.69,3.12,118.09,57.77,15.14,10.28,3.27,27.16,129.8,27.48,22.08,17.05,197.77,4.4,75.45,38.25,0,1.73,820.5,0,0,19.75,0,0,55.32,42.9,8.63,107.27,12.8,69.71
 96-106,0,0,20.99,1.03,231.42,32.85,0.98,266.9,66.93,10.82,159.27,81.95,1.32,11.18,167.05,81.63,18.16,32.84,25,3.21,162.82,32.95,19.43,12.55,230.26,1.65,105.83,46.82,0,16.85,745.77,0,0,19.23,0,0,27.82,91.23,12.21,149.97,14.07,105.84
108-118,0,0,10.67,1.1,251.45,18.04,12.9,226.59,84.11,9.76,169.39,95.16,0,12.27,148.02,65.42,38.68,25.79,35.49,10.23,179.4,29.52,17.1,20.93,342.5,7.46,82.55,41.95,0,4.61,610.8,0,0,22.21,0,0,19.99,79.77,0.57,131.46,22.31,74.24
120,0,0,15.66,0,218.55,46.56,2.92,102.52,59.13,0,246.74,100.21,0,18.45,156.23,30.98,8.58,9.09,22.31,0,194.04,15.71,13.62,20.46,286.83,10.83,44.88,29.49,0,19.01,406.49,0,0,12.31,0,0,17.32,27.05,1.56,67.04,28.2,3.58
