stage,axial,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
 14-21,0,0.8,15.23,90.82,22.25,0,36.1,0,0,0,10.7,3.3,5.84,3.73,0,2.94,0,0,3.34,1.26,33.58,0,0,25,545.51,13.51,0.83,8.26,3.1,0,7.13,13.11,38.43,17.3,3.7,47.94,221.96,0,0,4.79,0,0
 24-34,0.88,1.37,2.71,22.21,3.53,0,52.26,0,1.44,0,15.53,4.3,0,0.69,0,3.23,0.63,3.35,7.77,0,54.93,0,0,15.37,803.85,6.32,12.49,11.98,0,0,16.86,0,0,10.64,2.41,6.76,165.62,0,0,26.2,0,0.91
 36-46,0,0.73,0,27.6,0.6,0,88.96,0,2.91,1.68,40.02,3.75,0,1.21,0,0,3.69,2.98,0,0,46.5,0,8.23,15.09,705.43,4.06,15.12,11.39,0,0,17.42,1.54,1.63,9.16,0,0,177.87,0,0,2.92,0,0.68
 48-58,0,0,0,17.87,0.75,0,121.36,0,0.91,10.27,59.05,1.5,10.28,2.22,0.45,0,0.97,1.48,5.58,1.95,59.59,0,0.8,14.18,410.84,3.79,3.99,3.92,0,0,11.43,0.56,0,0,0.76,0,127.31,0,0,3.71,0,9.76
 60-70,0,0,0,11.67,0.57,0,175.53,4.86,1.23,6.52,54.04,3.54,0,1.76,3.91,1.08,0.72,0.72,2.6,1.94,91.26,0,3.33,14.69,488.17,1.01,9.48,0.76,0,0,9.8,0,0,1.32,0,0,125.09,0.81,0,8.38,0,14.84
 72-82,0,3.24,0,12.8,9.48,0,175.68,0.49,11.84,12.72,47.98,2.53,0,2.17,3.67,0.54,0.75,3.79,0.8,0,90.31,0,1.06,11.25,357.79,1.39,4.37,4.19,0,0,13.26,0.56,0,1.94,0,0,91.28,1.74,0.99,11.57,0.96,1.08
 84-94,0,1.29,0,11.41,9.18,0,132.56,0,3.31,2.02,40.9,6.32,0.64,0.78,4.32,2.26,0,0,0,0,69.92,2.2,1.22,1.93,222.6,0.79,5.12,4.18,0,0,55.02,0,0,4.49,0,0,53.41,0.61,3.46,15.27,0,9.84
 96-106,0,2.82,0,23.76,13.89,0,139.17,0,2.09,6.44,57.59,10.33,1.06,4.06,8.61,2.37,0.95,1.21,8.3,0,89.4,2.46,1.76,7.82,267.38,4.31,6.47,12.76,0,0,39.72,0,0,1.51,1.34,0,38.7,1.58,1.88,6.63,4.12,20.42
108-118,0,3.48,0,22.79,17.74,1.81,115.68,0,4.07,0.94,34.1,4.29,0,0.51,9.57,2.72,10.46,3.75,10.59,1.26,101.03,0,8.27,12.94,393.05,1.51,6.31,6.73,0,3.23,40.79,1.21,0,2.8,0.76,0,17.79,0.91,2.94,8.62,5.05,1.86
120,0,4.23,0,23.66,14.14,0,150.13,2.14,2.79,3.26,52.76,2.79,0,4.91,17.14,1.45,1.18,1.34,0,0,60.32,0,2.4,2.09,304.05,10.95,1.91,17.21,0,4.76,46.5,0,0,2.99,0,0,31.09,0,5.4,4.05,0,4.77
