stage,blastomeres,epidermis,eye,iridophores,neural,paraxial_mesoderm,periderm
  5-6,6.22,0,0,0,0,0,0
 10-12,0,0,0,0,0,3.5,0
 14-21,0,1.09,0,0,0,0,0
 24-34,0,0,0,0,0,0,2.55
 36-46,0,0.68,0,0,0,0,0
 48-58,0,1.45,0.39,0,0.43,0,2.71
 60-70,0,0,0,0,1.12,0,1.96
 72-82,0,0,0,0,0,0,7.51
 84-94,0,1.34,5.61,0.55,0,0,12.61
 96-106,0,1.1,0,0,0,0,9.37
108-118,0,0.74,0,0,0,0,14.84
120,0,0,0,0,0,0,1.24
