stage,blastomeres,eye,glial,mesenchyme,muscle,neural,periderm,spinal_cord,vasculature
  7-9,3.64,0,0,0,0,11.32,0,0,0
 10-12,0,0,0,0,0,18.18,0,0,0
 14-21,0,0,0,0,0,0.92,0,0,0
 24-34,0,0,0,0,0.6,5.15,0,0,1.6
 36-46,0,0.8,0,1.47,0,6.05,0,0,0
 48-58,0,0.47,0.84,0,0,12.31,0,4.79,0
 60-70,0,0.56,1.16,0.79,0,3.91,0,0.83,0
 72-82,0,5.19,3.84,1.75,0,8.04,0,0.82,0
 84-94,0,0.58,0,1.53,0,1.76,1.58,0,0
 96-106,0,3.43,0,0,0,1.31,0,0,0
108-118,0,0,1.3,1.14,0,5.81,0,3.64,0
120,0,0,5.66,0,0,0,0,0,0
