stage,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
 14-21,0,1.32,10.59,5.69,0,13.5,0,0,0,0,0.98,1.58,0,0,0.81,0,0,1.16,0,12.84,0,0,7.94,182.46,9.76,0,10.21,3.84,0,1.08,0,13.95,0.86,1.2,23.66,34.15,0,0,0.9,0,0
 24-34,0,1.35,17.11,0,0,37.32,1.65,1.33,0,4.09,3.16,0,0,0,1.96,0,0,1.44,1.22,24.22,0,0,11.51,289.07,5.76,2.82,1.16,0,0,5.51,0,0,0.84,1.22,15.76,67.6,0,0,2.23,0,9.56
 36-46,0,0,0.6,2.33,0,39.16,0,2.76,0.62,20.77,0.83,0,1.3,0,1.77,3.28,0,0.89,0,37.21,0,0,9.95,325.13,0,3.47,0.63,16.41,0,6.69,0.65,0,0.59,4.91,0.6,61.3,0,0,0.72,0,2.37
 48-58,0.54,0,6.43,2.49,0,96.3,1.11,0,1.35,24.73,0,0,0,0.57,2.27,6.83,0,4.67,3.12,44.59,0,1.03,12.62,243.1,0,1.54,2.19,0,0,6.65,0,0,1.22,8.03,0,49.48,0,0,6.38,0,8.26
 60-70,0,0,5.12,0.61,0,114.66,12.5,0.86,0,27.72,3.7,0,0.93,2.29,0.58,0.6,0,1.88,6.38,43.39,0,1.78,10.32,205.65,0.75,0.99,0,0,1.22,3.76,0,0,1.79,2.6,0,38.35,0,0.67,2.51,0,6.48
 72-82,0,0,8.51,20.66,0,114.37,1.01,3.7,6.63,25.38,2.27,0,4.48,0,0.52,0.75,0.65,0.8,0,63.91,0,0.67,11.35,180.42,0.66,4.57,3.27,0,2.7,0.88,0,0,2.13,0,0,22.88,2.06,0.49,6.93,0,3.9
 84-94,0,0,10.89,22.1,2.23,101.07,0.91,5.87,2.08,24.71,3.57,0,1.1,0.67,4.25,1.25,0,1.64,0,55.36,3.97,3.57,10.61,130.12,2.17,2.78,8.91,0,0,19.67,0,0,1.56,0.82,0,22.01,0,1.32,6.26,1.09,11.5
 96-106,0.81,0,7.32,38.87,0,118.24,0.67,0,0,32.2,1.74,0,1.6,2.48,0.71,0.74,0,2.01,0,56.69,1.82,1.69,2.45,105.02,0,1.48,5.56,0,5.85,6.81,0,0,1.41,1.19,0,16.71,0,0.58,4.45,5.15,13.04
108-118,0,0,4.8,25.49,0.68,68.42,0.7,0.52,0.59,40.06,1.43,0,0,4.09,1.87,2.39,1.38,1.23,1.01,63.67,0,1.29,5.48,173.58,0.59,3.07,1.1,0,1.6,10.57,0,0,0.42,2.03,0,7.21,0,0.54,6.13,0,15.22
120,0,0,8.55,42.62,0,90.06,1.04,0,0,51.97,1.8,0,0,10.23,5.2,1.05,0,5.07,1.55,74.58,0,15.02,19.54,220.61,3.75,9.51,2.59,0,0,28.8,0,0,1.22,2.52,0,16.71,0,0,8.42,0,0
