stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,494.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.4,0,0,0,0,0,0,0,0,0,0
  5-6,42.21,1135.68,0,8.02,0,0,0,0,0,0,0,0,0,16.53,0,0,0,0,0,0,0,0,0,0,0,51.33,0,0,0,0,0,24.22,0,0,0,0,0,0,0,0,0,0
  7-9,19.79,35.34,0,101.11,0,0,0,184.56,0,0,0,0,0,64.36,0,0,0,0,0,0,0,0,0,0,0,1185.1,55.8,0,0,565.1,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,4.07,0,59.57,0,0,0,97.38,0,0,0,0,0,9.03,0,0,0,0,0,0,0,0,0,0,0,1019.98,23.97,0,0,341.83,0,0,9.33,0,61.01,7.71,0,0,0,0,0,0
 14-21,0,0,0,0.9,31.6,7.33,0,19.84,0,0,0,6.19,0.85,0,0,0,0.92,0,0,0,0,23.43,0,0,22.54,269.78,12.84,1.74,1.69,8.42,0,4.89,0,33.52,1.28,14.4,74.18,0,0,1.09,0,0
 24-34,0,0,0.71,0.62,9.19,2.01,0,45.07,0,1.24,1.6,11.88,1.37,0,0.95,0,0.59,0,0.65,0,1.7,37.19,2.72,0,15.33,618.58,1.28,3.62,3.96,0,0,10.28,0,0,0.78,9.05,149.52,0,0,11.54,0,0
 36-46,0,0,0,0,4.26,0,0,134.75,0,1.15,1.25,27.76,0.66,0,0,0,1.15,0.71,1.61,0,0,55.03,1.17,1.06,11.87,921.08,0.71,8.58,0.59,0,0,10.64,0,0,0,0,203,0,0,9.7,0,0.57
 48-58,0,0,0,0,6.6,0,0,216,0.94,0,3.89,48.4,0,0.93,0.77,0,0,0,1.08,2.28,0,61.01,1.26,1.01,9.19,746.34,1.19,1.52,1.98,0,0,5.06,0,0,0.61,0,138.08,0,0,3.09,0,2.17
 60-70,0,0,0.62,0,11.87,0,0,366.58,0.97,1.01,3.55,72.6,3.09,0,0,4.97,0,0,1.76,1.41,0,76.27,0,6.43,13.07,689.8,0,4.77,1.86,0,0,19.13,0,0,2.8,0,109.84,0,1.81,4.59,0.89,11.99
 72-82,0,0,0.53,3.31,5.79,3.82,0,255.3,0,0,5.74,29.67,0,0,0.86,1.97,5.16,0,0.49,0,1.69,61.39,0.61,8.02,11.61,514.56,0,0,2.16,0,2.75,7.95,0,0,0,0,53.25,2.08,1.89,10.08,3.23,2.33
 84-94,0.62,0,1.29,0,10.63,7.41,0,154.58,0,2.22,2.03,17.76,1.73,0,3.99,1.16,3.96,0.61,0.89,0,4.51,58.16,0,4.02,6.3,288.95,5.17,5.74,2.25,0,0,15.62,0,0,0,0,45.53,0,0,13.95,0.68,0
 96-106,0,0,0,0,10.68,6.71,0,172.34,0,1.36,0,31.74,1.39,0,0,1.44,1.31,1.39,0,0,0.71,30.96,2.42,1.45,10.24,279.97,0.98,5.59,6.05,0,0,14.71,0,0,0.7,0,10.17,0,0,7.14,0.86,1.24
108-118,0,0,6.77,0,15.32,2.97,6.29,128.49,0.75,6.6,0.71,28.68,1.07,0,0,4.38,2.52,1.08,0,0,0,59.14,0,1.33,5.35,303.68,6.58,0.77,1.5,0,0,5.89,0,0,0,0,0,1.71,0.88,9.02,0.5,8.71
120,0,0,0,0,22.26,7.87,0,79.96,0,6.98,4.04,80.98,1.15,0,0,13.17,6.05,3.04,0,12.94,0,139.17,0,8.65,0,385.72,0,3.27,7.46,0,0,14.43,0,0,0,0,23.49,1.84,0,8.31,0,0
