stage,eye,glial,immune,mesenchyme,muscle,neural,paraxial_mesoderm,periderm,spinal_cord
  7-9,0,0,0,0,0,12.82,3.81,0,0
 14-21,0,0,0,0,1.01,5.04,0,0,1.67
 24-34,0,0.7,0,0,0,2.32,0,0,0
 36-46,1.56,0,0,0,0,8.1,0,0,2.49
 48-58,0.89,0,0,0.53,0,3.13,0,0,1.16
 60-70,3.99,0,0,0,0,5.75,0,0,0
 72-82,8.07,0,0,2.58,0,5.98,0,0,0
 84-94,0,0,0,0,0,4.29,0,0,0
 96-106,3.79,0,0,2.71,0,2.35,0,0.74,0
108-118,0,0,4.24,0,0,13.45,0,0,0
120,0,0,2.32,0,0,0,0,2.1,0
