stage,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  5-6,15.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,5.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.78,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,2.27,2.39,47.48,6.09,0,14.43,0,1.27,0,17.8,1.29,0,1.07,0,0,0,0,0,0.95,10.93,0,0,14.12,137.52,4.62,2.81,0.93,2.23,0,5.75,15.84,0.89,0,10.57,64.95,0,0,4.14,0,0.84
 24-34,0,0,1.42,11.23,0.6,0,28.89,0,1.21,1.44,4.64,1.75,0,4.21,0,4.37,0,0.66,0,11.73,30.36,0,0,10.53,254.71,0.84,2.82,4.62,0,0,16.22,0,0,0,2.39,66.14,0,0,18.16,0,0
 36-46,0,0,0,4.85,0,0,34.27,0,0,0,12.33,0,0,3.79,0,0,0,1.61,0,0,32.43,1.33,0,6.82,284.24,2.08,22.41,2.25,0,0,43.28,0,1.48,0,0,69.78,0,0,10.32,0,0
 48-58,0,0,0,9.59,0,0,103.73,0,2.94,5.02,30,0,0,2.25,0.85,0.37,0,1.27,0.55,0,48.51,0.41,1.03,7.67,509.26,0,5.79,0.84,0,0,9.08,0,0.62,1.46,0,86.44,0,0,20.98,0,0
 60-70,0,0,0,11.88,0,0,197.96,0.66,2.09,1.78,18.96,0,0,0,0,0.75,0,0.73,0,0,59.37,0,1.28,8.53,490.17,1.01,3.55,1.49,0,1.92,18.95,0,0.87,0,0,74.12,1.44,0.9,4.44,0,0
 72-82,0,1.11,0,9.78,5.92,0,467.93,0,8.07,6.21,25.62,2.43,0,2.57,6.24,0.63,0,5.23,0.89,0,143.94,0.83,5.37,1.05,1118.52,0,16.32,12.09,0,0,6.45,0,0.86,0,0,107.45,0.5,5.53,17.7,2.63,0
 84-94,0,0.8,1,34.13,1.81,0,245.16,1.17,5.74,9.11,29.98,2.25,0,1.78,6.6,7.72,0,2.46,2.4,6.58,102.14,1.42,3.5,2.71,444.75,0,6.64,13.44,0,0,38.4,0,4.14,0,0,48.03,1.12,2.65,19.64,1.63,9.05
 96-106,0,1.38,0,11.82,1.66,0,247.67,1.64,7.44,4.54,39.49,0.73,0,0.73,3.04,0.71,2.59,5.61,0,0,75.63,0,8.44,2,421.7,0,12.42,13.66,0,1.05,24.69,0,1.75,0,0,34.11,0.85,3.94,13.77,2.64,1.22
108-118,0,0.79,0,32.83,0,1.29,317.13,0,12.02,3.58,43.87,12.46,0,2.62,10.84,1.94,8.62,2.21,1.58,0,171.88,0,8.3,5.69,592.32,1.93,4.4,12.61,0,4.62,31.69,0,1.56,0,0,21.91,1.49,1.44,12.43,3.06,1.57
120,0,0,0,18.25,0,0,168.06,3.16,0,0,6.93,3.35,0,4.83,16.06,0,0,0,0,0,84.67,1.56,23.11,8.24,611.28,0,1.26,6.78,0,11.51,5.94,0,0,0,0,31.36,0,11.76,2.69,12.91,0
