stage,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,53.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.36,0,0,0,0,0,0,0,0,0,0
  5-6,96.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.99,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,3.48,0,0,0,9.31,0,0,0,0,0,3.59,0,0,0,0,0,0,0,0,0,0,0,98.17,12.78,0,0,16.74,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,9.63,0,0,0,14.71,0,0,0,0,0,22.96,0,0,0,0,0,0,0,0,0,0,0,54.53,0,0,0,31.57,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,10.5,1.14,5.61,2.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193.24,0,8.91,0,0,0,1.11,0,0,0,2.89,156.41,0,0,0,0,0
 24-34,0,9.45,0,7.34,0.81,0,26.27,0,0,0,0.8,0,0,0,0,0,0.7,0,0,0,8.27,0,0,3.18,1545.67,0.68,27.93,3.76,0,0,5.28,2.71,0,0,0,444.85,0,0,0,0,0
 36-46,0,1.03,0,4.21,0,0,139.53,0,0,0,11.09,0,0,2.49,0,5.3,0,0.57,0.85,0,7.95,0,0,0,4700.75,0,90.14,0,0,0,16.58,0,0,4.81,0,676.11,0,0,0,0,1.22
 48-58,0,0.42,0,41.17,1.32,0,766.26,0.58,0,0.66,55.93,0,0,0.44,4.8,0,16.37,0.4,0.43,7.67,31.75,0,1.59,5.59,6878.48,6.36,36.7,1.31,0,0,24.95,0,4.15,2.26,0,823.59,0,0,3.66,0,12.9
 60-70,0,3.24,0,44.77,2.08,0,2087.31,3.46,14.96,9.89,126.55,0,0.66,0,0,0,3.41,0,0,1.99,61.03,5.63,6.11,14.07,10190.41,2.53,28.1,10.27,0,0,12.95,0,0,2.06,0,855.42,0,0,1.47,0.64,16.54
 72-82,0,7.48,0.56,45.58,5.49,0,2438.42,5.46,1.7,7.11,166.25,7.72,0,0,0.65,0.54,7.77,2.43,0,0,75.03,0,0.54,4.2,8646.46,2.42,45.42,6.91,0,0,10.49,0,0,0,0,607.17,2.49,1.24,6.97,1.74,20.41
 84-94,0,6.53,0,46.42,24.08,0,1916.53,0.67,9.46,3.17,166.44,17.56,0,1.73,7.55,1.77,1.63,0.64,8.73,0,78.68,0,4.42,5.3,6295.18,0.65,33.17,14.78,0,0,6.8,0,0,0,0,349.43,12.57,0.63,2.5,2.67,27.37
 96-106,0,4.01,0,12.68,24.94,0.6,1794.04,0.63,2.51,2.18,204.32,9.24,0,0,4.45,0,0.77,4.83,27.27,0,79.41,0,1.74,1.09,5177.21,4.68,66.47,17.63,0,0,19.22,0,3.85,0.6,0,164.44,1.9,0.88,8.47,0,5.18
108-118,0,7.97,0,39.96,6.13,5.18,1675.86,0.56,0,0,202.09,2.49,0,1.35,3.46,2.46,4.19,3.63,0.92,0,52.25,11.77,4.7,0.42,5591.86,0,29.61,15.72,0,1.82,5.87,0,1.88,0.69,0,108.78,5.96,2.46,1.98,10.95,7.48
120,0,8.97,0,74.98,8.25,0,2013.18,0,0,0,384.53,10.99,0,0,24.27,0,3.86,6.86,0,0,101.19,0,0,7.42,10580.49,0,37.12,29.54,0,9.57,17.34,0,0,0,0,225.79,13.67,0,35.11,12.28,0
