stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,16.49,61.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,28.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,3.76,0,0,0,0,0,17.91,0,0,0,0,0,0,0,0,0,0,0,34.12,5.55,0,0,17.73,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,6.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.96,0,0,0,23.1,0,0,0,0,6.08,0,0,0,0,0,0,0
 14-21,0,0,1.13,0,0,0,0,0,0,0,0,0,2.18,0,0,0,0,0,0,0,0,2.22,0,0,5.57,38.2,2.68,0,0,0,0,0,0,2.94,0,0,11.03,0,0,0,0,0
 24-34,0,0,0.97,0,0.75,0,0,4.49,0,0,0,1.11,0.64,0,2.65,0,0,0,0,0,0,19.49,0,0,0.65,413.84,1.8,25.61,0,0,0,1.27,0,0,0.93,4.79,142.42,0,0,1.81,0,0
 36-46,0,0,0,0,0.94,0,0,6.82,0,0,0,4.7,0,0,1.48,0,0,0,0,0,0,12.82,0,0,3.88,1120.5,0.67,20.61,0.64,0,0,2.38,1.36,0,0,0,185.26,0,0,0,0,0
 48-58,0,0,0,0,5.63,1.58,0,97.64,0,0,0.85,32.65,0,0,4.99,0,0,0,0,0,2.96,27.54,0,0,6.8,1923.4,1.04,10.92,0.46,0,1.52,6.03,0,0,0.37,0,290.75,0,0,1.04,0,5.88
 60-70,0,0,0,0,3.51,0,0,255.68,0,0,0,56.91,0,0,0.79,0,0,14.87,0,0.87,0,23.9,0,3.88,6.88,2944.27,0,13.35,0.65,0,3.18,0,0,0,0,0,304.36,0,0,1.83,0,2.08
 72-82,0,0,0,0,11.29,0,0,493.2,0,0,3.32,70.84,0.71,0,10.4,1.02,0,13.86,4.99,0,0,60.13,0,3.7,6.25,3665.03,0.61,13.47,2,0,0,1.24,0,0,0,0,308.5,0.95,0.61,0.96,0.92,8.51
 84-94,0,0,3.16,0,20.61,4.33,0,321.1,3.09,0,5.1,36.61,1.6,0,0.73,1.19,0,4.25,0,5.87,0,67.29,0,13.44,3.34,2571.44,1.16,23.21,1.19,0,0,10.25,0,0,0,0,151.06,0,1.37,0,2.85,0
 96-106,0,0,0.91,0,3.42,9.15,0,428.41,0,3.57,0,55.41,2.56,0,3.21,2.62,0,0,0,11.87,0,55.66,3.21,4.17,6.38,2157.81,0,20.68,0.65,0,0,7.75,0,0,0,0,72.22,0.66,5.3,1.24,1.78,0
108-118,0,0,0,0,19.44,4.31,0,412.98,0.54,3.41,6.09,61.34,2.26,0,0.8,1.25,0.85,0.89,0,3.18,0,58.77,0,11.84,1.72,2217.27,0.57,16.06,1.53,0,0,8.22,0.48,0,1.88,0,76.68,0,0,1.42,1.7,0.94
120,0,0,0,0,53.24,8.09,1.06,450.49,1.14,13.25,17.45,82.59,0,0,4.47,1.57,3.3,0,0,3.87,0,93.4,0,0,6.55,4173.02,1.38,45.23,6.6,0,3.68,8.12,0,0,1.47,0,193.58,0,0,6.78,0,0
