stage,axial,blastomeres,epidermis,eye,glial,mesenchyme,neural,periderm
  3-4,10.19,75.7,0,0,0,0,0,0
  5-6,0,24.19,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,3.7,0
 24-34,0,0,0,0,0,0,4,0
 36-46,0,0,0,0,0,0,1.33,0
 48-58,0,0,0,0,0,0,9.38,0
 60-70,0,0,0,0,0,0,1.22,0
 72-82,0,0,0,0,0,0,6.95,0
 84-94,0,0,0.77,0,0,0,3.3,0
 96-106,0,0,0,2.03,0,0,0,0.72
108-118,0,0,0,0,0.98,1.51,0,0
