stage,eye,fin_epithelia,ionocyte,mesenchyme,muscle,neural,periderm,spinal_cord,visceral_smooth_muscle
  7-9,0,0,0,0,0,11.89,0,0,0
 14-21,0,0,0,0,0,0,23.97,0,0
 24-34,0,0,0,0,0,0,25.39,0,0
 36-46,0,0,0,0,0,0.81,46.97,0,0
 48-58,0.47,2.13,0,0.44,0.67,0,30.43,0.99,0
 60-70,0,0.64,0,0,0,0,36.38,0,0
 72-82,0,0,0,0,0,1.3,35.09,0,0
 84-94,0,0,0,0,0,1.46,92.78,0,0
 96-106,0,1.21,1.14,0,0,0,84.13,0,1.67
108-118,0,1.3,1.28,0,0,0,88.8,0,0
120,0,4.53,0,0,0,0,31.66,0,0
