stage,epidermis,eye,glial,gut,ionocyte,mesenchyme,mucous,muscle,neural,periderm,presomitic_mesoderm,spinal_cord,vasculature
 14-21,0,0,1.14,0.85,0,1.01,0,0,5.65,0,1.84,8.58,0
 24-34,0,0,0,0,0,0.75,0,0,4.31,0,0,0,0
 36-46,0,0,0,0,0,0.72,0,0.63,12.79,0,0,0.76,0.68
 48-58,0,3.15,1.96,0,0,0,2.26,0.56,7.72,0,0,0,0
 60-70,0,0,0,0,0.58,0,0,0,9.18,0,0,0,0
 72-82,0,0,9.03,0,0,0,0,0,12.3,0,0,9.12,0
 84-94,0,0,0,0,0,0,0,0,6.03,1.21,0,0,0
 96-106,0,0,0.73,0,0,0,0,0,10.98,0,0,0,0
108-118,0.69,0,0,0,0,5.88,0,0,4.82,0,0,0,0
