stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,26.2,607.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.84,0,0,0,0,0,0,0,0,0,0
  5-6,71.56,943.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.33,0,0,0,18.96,0,20.9,0,0,0,0,0,0,0,0,0,0
  7-9,27.2,32.17,0,10.33,0,0,0,64.08,0,0,0,0,0,66.61,0,0,0,0,0,0,0,0,0,0,0,548.73,29.32,0,0,166.71,0,7.86,0,0,0,0,0,0,0,0,0,0
 10-12,0,15.08,0,15.34,0,0,0,70.68,0,0,0,0,0,120.07,0,0,0,0,0,0,0,0,0,0,0,1091.64,91.65,0,0,146.5,0,20.32,0,41.56,0,0,0,0,0,0,0,0
 14-21,0,0,1.61,59.98,3050.24,146.83,0,302.65,0,11.64,0,38.07,23.38,4.53,11.62,48.95,47.94,0,2.18,5,8.29,402.54,17.99,0,341.05,1579.67,708.23,1.1,68.19,45.94,0,149.22,62.28,38.1,13.4,114.61,451.45,0,0,228.63,0,3.67
 24-34,0,0,7.33,10.14,715.26,12.51,0,87.39,0,52.1,3.46,25.38,10.91,3.86,20.54,111.11,85.7,0,6.65,2.39,6.08,168.23,20.11,4.63,59.06,679.54,233.37,9.39,16.53,0,0,236.33,0,15.82,1.61,8.12,119.95,0,0,510.34,0,1.33
 36-46,0,0,1.9,3.17,568.49,21.99,0,105.4,0,148.17,21.32,42.76,11.78,1.36,64.63,186.64,51.46,9.61,11.19,7.88,13.65,317.77,21.39,7.54,63.41,689.09,268.17,14.59,25.94,0,0,357.58,0,34.37,1.63,0.58,122.71,0,4.23,394.71,0,0
 48-58,0,0,0.59,1.3,392.86,0.83,0,206.53,2.1,120.86,10.68,32.03,10.2,4.78,23.91,165.59,38.21,3.47,11.02,8.71,7.8,164.37,17.61,9.27,18.03,521.3,71.86,7.97,30.1,0,0,203.54,0,9.7,2.71,0,87.78,0,3.12,144.48,0,10.9
 60-70,0,0,1.77,6.2,431.46,1.41,0,1012.58,4.17,185.7,26.57,77.32,31.16,1.26,42.33,215.21,48.13,18.94,13.57,8.79,15.42,593.76,16.28,23.57,25.65,712.83,78.99,14.6,25.16,0,10.07,142.8,0,29.04,1.39,0,52.15,2.13,8.33,117.41,12.11,20.53
 72-82,0,0,10.19,3.31,277.78,9.1,3.66,1242.52,0.79,105.14,7.15,91.18,37.6,4.88,19.89,165.97,105.94,26.01,10.81,4.46,0,531.3,27.47,39.02,26.26,1143.91,16.27,17.3,27.8,0,7.9,99.76,0,3.92,0,0,23.23,7.07,8.88,168.41,31.05,4.3
 84-94,0.62,0,7.39,5.48,722.67,9.2,2.04,944.46,1.34,244.54,30.65,90.25,86.66,8.82,35.92,336.66,146.5,10.4,7.54,5.81,5.15,595.76,32.67,27,30.23,771.05,29.53,28.81,46.87,0,15.17,306.57,0,25.55,0,0,36.42,24.28,19.55,176.2,39.14,15.37
 96-106,0,0,13.66,8.59,1122.54,19.16,8.04,1014.08,5.69,346.18,52.4,143.69,114.31,0,74.81,390.1,247.1,15,21.87,23.78,2.42,855.24,57.83,38.98,53.45,930.47,41.38,50.88,61.66,0,36.79,370.91,0,14.28,0,0,47.53,34.11,19.07,356.2,74.67,19.57
108-118,0.5,0,14.45,10.22,1373.87,24.45,12.95,1056.35,2.64,576.21,55.85,187.11,218.91,0,53.81,437.81,213.19,49.66,22.31,24.89,14.74,919.7,88.75,47.95,49.03,1245.66,104.8,51.01,112.28,0,28.78,364.78,0,35.23,1.11,0,20.4,49.13,26.69,284.67,75.77,26.82
120,0,0,0,1.59,922.42,19.61,16.16,891.42,1.06,342.54,44.19,113.35,130.19,0,35.46,426.6,102.75,35.86,13.6,10.31,5.72,649.66,23.46,57.3,45.59,1384.22,116.28,56.01,70.1,0,34.48,150.24,0,20.41,2.41,0,11.85,32.56,16.59,272.84,48.06,1.1
