stage,erythrocytes,eye,fin_epithelia,glial,ionocyte,lateral_line,mural_cell,neural,otic,spinal_cord,vasculature
 24-34,0,0,0,0,0.75,0,0,0,0,0,0.9
 36-46,0,0,0,0,0,0,0,2.97,0,0.67,0
 48-58,0,0,0,0,0.38,0,0,0,0.7,0,1.07
 60-70,0,0,0,0,0,0,0,0,0,0,4.87
 72-82,0,1.25,0,0,0,1.48,1.42,8.92,0,0,10.21
 84-94,0,0.57,0,0,0,0,2.04,0,0,0,7.83
 96-106,7.83,0,0,0.96,0,0,2.61,0,0.76,0,13.77
108-118,0,0.51,0.57,0,0,0,1.58,4.62,1.46,0,9.73
120,0,1.56,0,0,0,0,0,6.5,0,0,15.28
