stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,754.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.11,0,0,0,0,0,0,0,0,0,0
  5-6,40.31,240.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7,18.98,0,0,16.61,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,26.41,5.39,0,0,0,0,0,25.24,0,0,0,0,0,4.61,0,0,0,0,0,0,0,0,0,0,0,117.59,31.02,0,0,14.2,0,0,20.52,0,0,0,0,0,0,0,0,0
 10-12,0,5.5,0,25.08,0,25.18,0,15.79,0,0,0,0,0,12.12,0,0,0,0,0,0,0,0,0,0,0,295.22,53.19,0,0,67.48,0,4.24,4.94,0,19.47,8.15,0,0,0,0,0,0
 14-21,0,0,0,2.98,6.38,1.03,0,3.14,0,0,0,2.62,0.98,0.91,0.96,0,0,0,0,0.92,0.94,6.06,0,0,5.68,46.77,3.58,1.55,6.65,0,0,0,0,1.93,0.85,3.7,15.6,0,0,3.87,0,0
 24-34,0,0,0,1.82,6.5,0,0,9.62,0,0.68,0,2.83,0,0,0,1.98,0,0,1.8,0,0,13.04,0.91,0,10.98,139.98,28.65,6.38,1.43,0,0,7.62,0,0,2.45,1.62,26.99,0,0,1.41,0,0
 36-46,0,0,0,0,2.85,0,0,26.68,0,0,0.71,11.52,0,1.36,0,0,0,0,0.61,1.74,0,14.93,3.65,0,4.46,154.7,18.24,7.83,2.96,0,0,1.88,0,0,0,0,29.24,0,0,3.17,0,0
 48-58,0,0,0,0,0.41,0.37,0,74.7,0,0.55,1.06,15.03,2.21,1.08,0.55,0.99,7.25,0,1.65,0,3.19,21.14,0,0,9.68,174.03,14.54,1.88,1.36,0,0,5.32,0,0,0,0,28.61,0,0,2.56,0,1.44
 60-70,0,0,0,0,8.94,1.62,0,161.02,0,0,0.9,27.93,0,5.72,0.58,8.27,0,3.42,0.66,0.72,0.72,42.6,2.5,0,6.78,243.4,3.64,3.38,2.45,0,1.13,12.5,0,0,1.18,0,28.55,0,3.35,1.78,0.72,0
 72-82,0,0,0.87,0,0.54,11.76,0,73.87,1.65,1.29,1.03,24.68,0.64,1.51,1.4,5.97,0,0.76,2.41,0,0,56.76,6.47,0,0.54,157.78,12.03,2.22,0.78,0,0,11.21,0,0,0,0,30.44,1.01,0,2.99,0.53,15.85
 84-94,0,0,0,0,8.26,20.59,0,48.89,0,2.82,5.59,18.21,4.78,1.26,0,14.18,1.81,2.03,1.91,0,17.06,48.81,20.49,1.32,3,104.3,5.04,7.7,0,0,0,31.5,0,0,0,0,2.96,2.4,1.14,8.05,0.91,0.8
 96-106,0,0,0,0,3.68,41.8,0,50.96,0.71,2.38,0,36.88,1.93,0,3.82,11.71,0,0,2.81,10.88,0,54.73,36.96,1.25,0.58,89.73,3.19,1.62,2.33,0,0,35.56,0,0,1,0,4.05,3.44,0,9.51,3.76,7.86
108-118,0,0,0,0,8.37,17.3,0.92,41.41,0,4.36,0,29.32,2.94,0,0,12.38,1.13,4.11,0,0,1.68,50.76,11.55,0,0,91.24,9.51,0,3.31,0,3.79,35.82,0,0,0,0,0,0.6,2.46,2.22,0,0.48
120,0,0,0,0,35.16,12.03,1.06,21.47,0,2.47,2.59,62.93,5.91,0,4.89,35.82,0,0,1.12,1.38,0,81.62,6.54,15.97,4.76,126.72,66.73,1.99,4.74,0,6.67,40.07,0,0,3.19,0,3.5,1.19,0,1.54,4.8,2.08
