stage,epidermis,eye,immune,mesenchyme,muscle,neural,pericytes,pronephros,spinal_cord,visceral_smooth_muscle
 14-21,0.88,0,0,0,0,0,0,0,0,0
 24-34,0,0.84,0,0,0,0,0,0,0,0
 36-46,0,0.85,0,2.3,0,7.68,0,0,4.84,0
 48-58,0,1.92,0,0,0.51,11.41,0,0,0.38,0
 60-70,0,0.83,9.23,1.18,0,11.58,0,0,0,0
 72-82,0,3.62,0,6.52,0,10.83,0,0,1.96,0.54
 84-94,0,0.87,0,3.36,0,26.59,0,0,5.65,0
 96-106,0,3.3,0.56,6.1,0,10.17,0,1,0,0
108-118,0,17.88,2.93,4.07,0,24.12,2.92,0,0,0
120,0,0,8.9,0,0,19.93,0,0,0,0
