stage,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,60.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,71.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,4.45,0,0,0,0,0,7.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.12,6.48,0,0,15.11,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,6.86,0,9.84,0,0,0,3.78,0,0,0,0,0,9.16,0,0,0,0,0,0,0,0,0,0,0,266.21,13.34,0,0,72.33,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,1.07,0.84,16.67,0,0,5.39,0,0,0,1.01,0,0,0.92,0,0,0,0,27.61,1.88,7.15,0,0,4.92,84.32,2.47,0,1.75,1.19,0,0,4.67,106.52,0,7.66,40.24,0,0,0.97,0,2.81
 24-34,0,0.6,0,12.74,0,0,8.66,0,0.63,0,3.36,0,2.59,0.82,0,0.63,0,0,6.52,70.93,10.41,0,0,10.29,169.32,6.75,0,5.48,0,0,16.61,0,240.2,0,2.37,48.5,0,0,6.52,0,52.95
 36-46,0,0.73,0,16.88,0,0,17.94,0,0.62,0.58,28.37,0,0,0,0.98,0,0,0.72,32.23,498.31,22.37,0,0,3.09,233.37,5.45,0,0,0,0,2.26,0,157.08,0,0,68.57,0,0,6.84,0,159.07
 48-58,0,0,0,7.26,0.39,0,57.38,0,0.93,0,78.91,0,3.22,1.03,0,0.38,12.18,0.51,6.3,610.23,35.5,1.46,0.71,5.23,189.06,3.15,0,2.23,0,0,3.98,0,93.82,0,0,51.28,0,0,2.2,0,259.09
 60-70,0,0,0,7.23,0,0,118.18,0,13.26,6.24,290.55,0,0,4.09,5.12,0,17.59,0.79,0,411.97,67.01,0,5.29,2.17,317.14,2.55,0,2.21,0,0.84,5.96,0,60.93,1.34,0,67.39,0,0,4.97,0,190.79
 72-82,0,2.21,0,5.53,4.8,0,83.1,0.5,0,4.87,514.61,2.62,0.59,2.91,1.11,0,5.75,3.72,2.49,358.21,77.07,0,1.19,2.23,235.39,0.66,0,4.56,0,0,4.79,0,135.49,0,0,45.08,0.87,2.45,19.79,6.74,166.07
 84-94,0,1.97,0,8.18,4.93,0,84.55,0.7,0.57,2.38,338.55,2.73,0,1,5.99,0,2.77,0,0,768.87,47.28,0,3.67,1.79,134.52,1.18,6.12,2.09,0,0,15.83,0,326,0,0,45.04,0,3.56,1.65,0,94.39
 96-106,0,1.23,0,19.57,18.92,0,109.54,0.95,2.82,0,385.2,4.31,0,0,4.95,0.63,2.64,5.72,10.27,396.94,33.67,0,0.88,6.23,234.28,1.2,0.67,20.87,0,0,27.19,0,361.04,6.18,0,14.29,0,2.46,18.83,5.58,74.65
108-118,0,0.41,1.42,23.81,18.99,25.89,100.7,0.65,1.02,2.25,387.56,2.6,0,0,2.89,5.6,12.67,0.86,9.4,714.83,43.16,4.46,5.3,5.56,171.07,2.43,0.48,7.34,0,3.28,9.2,0,354.75,0,0,10.66,0.96,1.87,4.59,0,106.55
120,0,0,1.66,1.06,1.38,0,62.56,0,9.51,11.96,893.92,5.67,0,3.65,0,0,1.91,0,8.31,328.33,52.13,0,0,2.72,223.72,12.21,0,0,0,16.5,11.87,0,308.15,0,0,15.76,0,6.44,18.27,21.1,67.8
