stage,blastomeres,eye,immune,neural,somites,spinal_cord,visceral_smooth_muscle
  5-6,19.12,0,0,0,0,0,0
 10-12,0,0,0,3.79,0,0,0
 24-34,0,0,0,0,1.13,4.95,0
 36-46,0,0,0,0.76,0,3.53,0
 48-58,0,0,0,0.76,0,0,0
 60-70,0,0,0,1.26,0,1.05,0
 72-82,0,0,0,2.59,0,0,0
 84-94,0,1.45,0,1.48,0,0,1.13
 96-106,0,1.14,0.6,5.91,0,0,0
108-118,0,0.75,0,6.46,0,0,0
120,0,0,0,13.14,0,0,0
