stage,endocrine_pancreas,epidermis,eye,glial,mesenchyme,muscle,neural,paraxial_mesoderm,periderm,presomitic_mesoderm,spinal_cord
  7-9,0,0,0,0,0,0,10.3,7.15,0,0,0
 14-21,0,0,0,1.61,0,0,2.02,0,0,0.96,0.87
 24-34,0,0,0,0,0.79,0,7.73,0,0,0,0
 48-58,0,0,0.77,0,0,0,0.9,0,0,0,0.46
 60-70,0,3.61,0,0,0,2.18,3.1,0,0,0,0
 72-82,0.5,0,0,0,0,0,6.26,0,0,0,0
 84-94,0,2.07,1.15,0,0,0,0,0,0,0,0
 96-106,0,0,0,0,0,0,0,0,1.24,0,0
