stage,eye,glial,liver,melanocytes,mesenchyme,neural,otic,spinal_cord
  7-9,0,0,0,0,0,8.68,0,0
 14-21,0,0,0,0,0,3.57,0,1.89
 24-34,0,0,0,1.77,0,0.89,0,0
 36-46,0,0,3.07,2.14,0,0.97,0,0
 48-58,0,0.45,0,0,0,0,0.67,0
 60-70,0,0,3.26,0,0,1.45,0,0
 72-82,0,6.3,0,0,0,0,0,0
 84-94,0,9.09,0,0,0,0,0,0
 96-106,6.86,32.03,0,0,0,2.46,0,0
108-118,0,13.28,0,0,1.16,0.75,0,0
120,0,35.08,0,0,0,0,0,9.32
