stage,eye,glial,neural,periderm,spinal_cord
 14-21,0.98,0,0,2.68,0
 24-34,0,0,1.2,0,1.39
 36-46,0,0.6,0.98,0,0
 48-58,0,2.09,0,0,0
 60-70,0,0,1.26,0,0
 72-82,0,0,0.7,0,0
 84-94,0,0,0.57,0,0
