stage,glial,immune,mesenchyme,neural,notochord,periderm
 10-12,0,0,0,15.89,4.22,0
 14-21,0,0,0,3.54,0,0
 24-34,0,0,0,1.42,0,1.88
 36-46,0,0,0.61,2.24,0,0
 48-58,0.62,0,1.07,1.18,0,0
 60-70,0.87,0,0,0,0,0
 72-82,0,0,1.09,1.12,0,0
108-118,0,0,1.18,0,0,0
120,0,1.96,0,0,0,0
