stage,blastomeres,epidermis,fin_epithelia,neural,periderm,slow_muscle,somites,spinal_cord
  5-6,31.69,0,0,0,0,0,0,0
 14-21,0,0,0,0.81,0,11.14,3.31,3.12
 24-34,0,0.85,0,24.35,0,0.6,0,2.23
 36-46,0,1.93,0,0.94,0,0,0,0
 48-58,0,0,0.74,0.53,0,0,0,0
 96-106,0,1.01,0,0,0,0,0,0
108-118,0,0,0,0,0.81,0,0,0
