stage,epidermis,eye,glial,mesenchyme,mucous,mural_cell,neural,periderm,spinal_cord
 14-21,0,0,0,0,0,0,1.94,0,3.52
 24-34,0,0,0,0,0,0,2.16,0,11.41
 36-46,0,0,0,0,0,0,2.68,0,0
 48-58,0,11.66,0,0,0,0,4.89,0,1.44
 60-70,0,113.41,0,0,0,0,0,0,0
 72-82,0,316.65,11.34,2.09,1.59,0,7.94,0,0
 84-94,0,156.2,2.79,0,0,0,4.65,0,0
 96-106,0,216.11,2.14,2.36,0,0,7.7,3.78,0
108-118,2.53,109.13,1.34,0.62,0,1.05,5.49,0,0
120,0,66.98,0,3.11,0,0,0,0,0
