stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,532.37,12495.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486.22,0,0,0,0,0,0,0,0,0,0,0
  5-6,687.51,10721.36,0,12.33,0,0,0,0,0,0,0,0,53.23,0,0,0,0,0,0,0,0,0,0,0,405.81,36.12,0,0,107.93,0,154.8,0,0,0,0,0,0,0,0,0,0,0
  7-9,61.24,162.82,0,245.26,0,0,0,407.26,0,0,0,0,55.55,0,0,0,0,0,0,0,0,0,0,0,3835.24,71.89,0,0,1048.57,0,8.07,68.48,0,0,0,0,0,0,0,0,0,0
 10-12,0,120.7,0,743.5,0,46.47,0,281,0,0,0,0,10.47,0,0,0,0,0,0,0,0,0,0,0,3447.37,37.53,0,0,728.37,0,0,0,0,168.84,0,14.06,14.97,0,0,0,0,0
 14-21,0.89,0,5.2,316.51,491.19,82.37,0,72.3,1.61,0,49.9,146.64,3.11,5.44,0,9.01,2.24,0,2.8,1.98,256.78,0,0,151.5,1733.6,55.87,23.51,104.67,49.57,0,12.87,4.65,152.62,397.05,0,84.88,624.61,0,0,20.85,0,0.98
 24-34,0,0,7.6,63.57,101.79,2.18,0,120,5.67,3.19,49.33,19.47,0,8.04,6.7,16.7,0.7,3,48.49,5.33,317.9,0.86,0.81,103.22,1873.88,49.46,62.01,32.7,0,0,54.37,0,1.93,230.77,0.83,15.99,499.49,0,0,115.97,0,3.39
 36-46,0,0,1.47,6.05,43.12,2.48,0,294.42,4.35,2.31,47.26,36.11,0,6.79,0,0.92,0.56,0.77,48.21,0,301.27,0.65,3.32,88.01,1439.94,11.25,48.37,20.84,0,0,23.85,0,0,73.93,1.69,0,402.5,0,0,53.19,0,34.25
 48-58,0.58,0,0,2.91,45.69,2.39,0,321.12,5.18,3.27,65.61,33.66,0,9.79,0.74,0.62,6.1,1.47,26.91,0.91,325.28,0.93,7.24,60,838.56,7.4,15.68,20.46,0,0,7.05,0.56,0,6.94,0,0,186.52,0,0.64,32.48,1.08,25.59
 60-70,0,0,13.18,0,57.8,4.77,0,272.88,7.32,18.12,73.03,39.34,0,2.01,0,4.25,10.88,5.13,30.38,9.76,335.16,1.83,14.75,20.79,546.8,1.93,6.18,8.52,0,0,21.05,0,0,7.02,0,0,87.11,0,7.15,21.68,0.85,22.31
 72-82,0,0,26.29,21.04,48.79,0.57,0,129.24,2.13,2.16,178.92,156.18,0,1.07,9.63,11.12,9.23,0,23.81,1.18,302.59,2.03,16.77,30.19,441.04,0,17.49,17.52,0,2.77,5.25,0,0,7.13,0.55,0,99.18,1.44,5.89,56.18,3.38,16.4
 84-94,0,0,15.64,33.18,47.73,6.29,0.57,156.97,2.03,8.99,80.47,251.57,0.76,4.21,9.99,7.06,6.19,4.18,57.52,0.68,280.19,2.15,17.71,22.48,316.6,3.28,10.39,17.7,0,0,11.02,0,0,14.88,0,0,22.68,0.83,9.57,50.34,4.14,15.65
 96-106,0,0,17.81,95.29,65.54,12.99,0,125.16,1.47,4.13,235.26,298.55,0,9.23,8.6,2.03,5.32,3.27,42.8,0.98,206.12,0.83,7.22,28.48,326,2.79,5.88,25.89,0,8.06,12.85,0,0,4.23,0,0,49.29,0,6.09,31.15,3.42,1.91
108-118,0,0,10.26,118.39,54.49,6.81,1.2,105.83,3.22,2.43,218.91,254.77,0,2.1,5.66,6.81,10.03,1.38,63.96,1.34,191.23,4.51,5.15,19.22,390.57,3.98,18.08,10.65,0,8.22,10.91,0.48,0,3.71,0,0,43.44,0,2.83,22.16,5.58,0.77
120,0,0,12.14,25.66,65.19,4.58,0,98.27,2.25,0,259.84,228.5,0,2.09,2.72,8.05,6.57,0,89.73,0,221.36,0,8.33,24.64,367.25,2.47,7.4,32.32,0,0,9.37,0,0,1.2,0,0,23.74,0,6.45,46.95,2.31,2.34
