stage,erythrocytes,eye,fin_epithelia,glial,neural,periderm,slow_muscle,somites,spinal_cord,vasculature
 14-21,1.69,0,0,0,0,0,0,1,1.72,2.23
 24-34,0,0,0,0,16.88,0,0,0,1.67,0
 36-46,0,0,1.15,0,0.79,0.8,0,0,0,0
 48-58,0,0,0,0,4.34,1.82,0.89,0,0,0
 60-70,0,0,0,4.29,0,0.98,0,0,0,0
 72-82,0,1.75,0,0,0,2.38,0,0,0,0
