stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,40.5,1490.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.39,0,0,0,0,0,0,0,0,0,0
  5-6,68.1,1880.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.56,8.7,0,0,12.34,0,54.28,0,0,0,0,0,0,0,0,0,0
  7-9,40.78,55.3,102.31,0,0,0,247.23,0,0,0,0,0,101.79,0,0,0,0,0,0,0,0,0,0,0,1812.12,83.24,0,0,700.16,0,3.89,0,0,0,0,0,0,0,0,0,0
 10-12,0,57.51,195.4,0,87.68,0,241.55,0,0,0,0,0,65.28,0,0,0,0,0,0,0,0,0,0,0,2318.65,54.71,0,0,829.85,0,0,6.12,92.61,0,12.78,0,0,0,0,0,0
 14-21,0,0,3.77,84.74,18.56,0,55.78,0,0,0,7.36,4.44,1.86,0,0,0,0,0,1.04,1.05,32.87,0,0,29.38,540.83,3.87,1.09,5.17,7.9,0,14.68,114.7,1,2.04,131.33,162.75,0,0,0,0,0
 24-34,0,0,4.32,24.03,0,0,63.51,0,0,0,10.27,2.6,0,1.85,0,1.45,0,4.07,0,0,55.51,1.25,0,13.04,493.13,4.33,5.08,2.42,1,0,14.96,0,1.46,0,12.84,92.3,0,0,5.26,0,0
 36-46,0,0,0,14.68,0.76,0,75.2,0.58,0,0,20.26,1.53,0,0,0,0,0,0,0,0,40.77,0,0,11.55,273.27,1.15,0,3.34,0,0,15.15,0,0,1.69,0,70.55,0,0,9.51,0,2.12
 48-58,0,0,0,2.72,0,0,96.17,1.76,0,0.96,27.37,0,0,0.99,6.52,0,3.38,0.84,0,0,41.1,0,4.3,10.52,162.99,0.57,0,2.44,0,0,5.74,0,0,0,0,34.46,0,0,7.57,0,0
 60-70,0,0,0,5.68,0,0,69.44,0,4.07,0,23.26,0.84,0,0,0,0,0.85,0,1.73,0,46.67,0,0,4.24,82.6,1.03,0.74,1.2,0,0,7.85,0,0,2.66,0,22.78,0,0,3.77,0,0
 72-82,0,0,0,9.17,1.34,0,62.83,0.92,3.38,4.99,40.44,6.6,0,2.14,1.27,0,0.54,5,0,0,66.78,0.52,1.94,9.68,119.51,3.43,1.22,0.54,0,0.84,9.49,0,0,0,0,26.3,0,2.32,7.59,2.37,0.55
 84-94,0,0,0,15.71,0,3.12,71.86,0,1.68,5.28,37.73,3.08,0,0,6.08,2.2,0,0,0,0.71,65.74,3.15,1.71,22.39,76.96,0.58,0,0.7,0,1.66,28.27,0,0,0.69,0,2.77,0.76,2.88,1.79,0,0
 96-106,0,0,0,17.23,1.52,1.09,53.27,0,1.15,0.6,56.66,1.59,0,2.54,6.43,4.05,0.6,3.81,2.6,0,92.08,2.26,6.66,21.06,78.03,0,1.65,1.97,0,2.97,30.75,0,0.89,0,0,15.99,0,0,10.75,1.73,7.05
108-118,0,0,0.49,37.74,3.31,3.29,67.95,2.72,2.83,4.66,85.57,3,0,1,8.85,3.78,0,0.75,3.03,0,141.58,0,3.43,34.07,164.76,1.64,4.38,3.33,0,11.71,49.93,0,0.42,0,0,26.41,1.98,3.07,13.67,1.43,5.33
120,0,0,0,24.04,1.6,0,72.39,0,2.19,8.08,100.95,1.14,0,0,15.44,0,2.22,0,0,0,117,0,2.13,24.11,252.32,5.01,0,5.02,0,1.79,17.15,0,0,0,0,0,2.39,4.13,11.59,5.21,0
