stage,epidermis,eye,fin_epithelia,mesenchyme,muscle,neural,vasculature
  7-9,0,0,0,0,0,5.2,0
 14-21,0,0,0,0,0,4.59,0
 24-34,0.6,0,0,0,1.91,0.74,0
 36-46,0,0,0.87,0.74,0,4.08,0
 48-58,0,1.47,0,0.61,0,0.65,0
 60-70,0,0,0,0,0,3.19,0
 72-82,0,0,0,0,0,1.71,0
 84-94,0,0.62,0,0,0,0,0
108-118,1.22,3.04,0,0,0,3.45,0
120,0,0,0,0,0,0,9.78
