stage,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,immune,ionocyte,iridophores,lateral_line,liver,mesenchyme,mural_cell,muscle,neural,notochord,olfactory,otic,periderm,slow_muscle,spinal_cord,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
 24-34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1,0,0,0,0,0,0,0,0,0,0
 36-46,0,0,6.28,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,0,0,0,0,0,6.18,0,0,0,0
 48-58,0,0,63.31,0,0,0,0,0,0.42,0,0,0,0,0.91,0,0,26.3,0,0,0,1.3,0,0.96,0,0,0,0
 60-70,0,0,1079.81,0,0,0,0,0,0,0,0,0,0,3.62,0,0.67,23.41,0,0,0,0,0,0.67,1.84,0,0,0
 72-82,5.52,6.42,3420.68,0,0,4.77,29.5,0,0,1.11,0,0,0,17.21,0.96,3.45,148.23,0,0,0,1.68,0,14.38,0,1.53,0,0
 84-94,13.07,7.49,3096.85,0,2.5,0,29.19,0,0.71,0,0,0,0,21.82,0,0.98,117.19,0,0,0,0,0,10.76,2.65,0,1.54,0
 96-106,11.72,11.58,4356.98,1.88,1.6,1.25,43.28,0.68,6.42,0,1.99,0,4.22,20.62,2.34,1.97,110.33,0.79,0.85,0,11.54,0.6,3.8,0,0,0.64,1.79
108-118,14.27,0,3891.18,0,0,4.22,12.31,1.36,0,0,1.01,0,1.03,24.01,1.79,0,124.95,0.69,0,2.83,5.98,0,1.4,0,3.26,0.57,0
120,7.97,0,2641.83,0,0,0,38.12,0,4.77,1.77,0,8.05,0,2.53,0,1.66,250.09,0,18.6,9.31,14.97,0,0,0,0,0,7.26
