stage,blastomeres,fin_epithelia,glial,ionocyte,mucous,neural,paraxial_mesoderm,periderm,spinal_cord
  3-4,13.13,0,0,0,0,0,0,0,0
  5-6,7.84,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,4.77,13.75,0,0
 10-12,0,0,0,0,0,17.57,26.44,0,0
 14-21,0,0,0,0,0,0,0,0,0.94
 48-58,0,0,0,0,0,1.17,0,0,0
 60-70,0,0,0,0,0,1.2,0,0,0
 72-82,0,0,0.62,0,0,0,0,0,0
 96-106,0,0,0,0,0,1.35,0,6.79,0
108-118,0,0,0,0.61,0,0,0,3.2,0
120,0,1.31,0,0,9.47,0,0,85.65,0
