stage,blastomeres,epidermis,eye,fin_epithelia,neural,paraxial_mesoderm,periderm
  5-6,15.03,0,0,0,0,0,0
  7-9,0,0,3.32,0,44.72,5.37,0
 10-12,0,0,3.68,0,16.15,0,0
 24-34,0,0,0,0,0,0,0.79
 36-46,0,2.24,0,0,0.58,0,2.69
 48-58,0,7.92,0,0,0,0,0
 60-70,0,0,0,0,0,0,2.8
 72-82,0,2.54,0,0,0,0,0
 84-94,0,0,0,0.55,0,0,3.27
 96-106,0,0,0,0,0,0,2.35
108-118,0,0.88,0,0,0,0,4.06
120,0,3.71,0,0,0,0,5.51
