stage,endoderm,epidermis,eye,glial,muscle,neural,paraxial_mesoderm,spinal_cord,taste
  7-9,0,0,0,0,0,17.08,4.27,0,0
 10-12,0,0,5.39,0,0,7.57,0,0,0
 14-21,0,0,0,0,0.84,0,0,0,0
 24-34,0.82,0,0,0,0,1.39,0,0,0
 36-46,0,0,0,0,0,1.37,0,0.74,0
 84-94,0,0,0,2.74,0,0,0,0,0
 96-106,0,3.18,0,0,0,0,0,0,1.28
108-118,0,0.49,0,0,0,0,0,0,4.33
