stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,45.68,546.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.1,0,0,0,0,0,0,0,0,0,0
  5-6,23.48,533.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.1,7.94,0,0,6.56,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,4.49,7.17,11.09,0,0,0,58.13,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,253.29,0,0,0,137.87,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,8.61,18.98,0,0,0,10.56,0,0,0,0,0,3.83,0,0,0,0,0,0,0,0,0,0,0,316.6,0,0,0,85.29,0,0,0,12.25,0,0,0,0,0,0,0,0
 14-21,0,0,2.66,16.59,0.88,0,4.81,0,0,0,0,0,0,0,0,0,0,0,2.94,0,11.54,0,0,2.24,119.26,0.99,1.51,0.95,1.12,0,0,16.95,0,0.96,12.5,17.2,0,0,0,0,0
 24-34,0,0,0,3.59,0,0,6.59,0,0,0,3.41,0,0,0,0,1.54,0,0,0,1.29,7.78,0.63,0,4,186.27,0,1.38,2.35,0,0,0.78,0,1.4,0,0.79,44.07,0,0,0,0,0
 36-46,0,0,0,3.23,0,0,22.48,0,0,1.13,10.53,0,0,0,0,0,0,0,0,0,12.02,0,0,2.71,280.86,0,2.38,0,0,0,3.71,0,0,0,0,66.9,0,0,2.26,0,0
 48-58,0,0,0,0.53,0,0,31.38,0,0,0,19.21,0,0,0,0.62,0,0,0.49,0,0,15.55,0,0.44,2.8,249.3,0,7.97,0,0,0,0.41,0,0.42,0,0,68.81,0,0,1.5,0,3.03
 60-70,0,0,0,3.61,0,0,79.54,0,1.4,0,33.25,0,0,1.93,0,1.31,0,0,0,0,20.62,2.07,3.92,6.62,432.74,0,3.27,0,0,0,2.41,0,0,1.33,0,51.05,5.03,0,5.79,0,0
 72-82,0,0,0,4.54,5.21,0,84.84,0,2.15,1.3,32.4,0,0,0,0,0,0,2.07,0,0,46.93,0,0,2.36,335.28,0,3.59,2.57,0,2.81,5.25,0,0,0,0,18.51,0,0.57,3.47,0.78,0
 84-94,0,0,0,1.71,0,0,61.69,0,0.95,1.88,19.65,0,0,0,3.28,1.12,0,0.66,0,0,33.47,0,0.6,3.01,274.58,0,5.92,2.25,0,5.27,14.88,0,0,0,0,22.47,0,3.36,3.39,0.92,0
 96-106,0,0,0,12.63,7.15,0,100.84,0,0,2.03,22.57,1.62,0,0,0.64,1.69,0.67,0.58,3.07,1.93,29.96,11.28,2.13,3.48,229.72,0,3.09,16.1,0,0,37.32,0,0,0,0,18.34,1.13,0,0.69,3.31,5.54
108-118,0,0,0,20.82,0,7.06,122.78,0.64,0,2.32,24.65,8.92,0,0.88,0,1.19,0,1.77,5.54,0,44.26,0,4.93,7.28,395.41,0,8.32,3.31,0,0,10.42,0,0.42,0,0,15.27,1.33,1.16,4.21,0.55,2.68
120,0,0,1.28,5.12,1.68,0,108.45,0,0,1.66,77.64,0,0,0,3.58,2.06,6.33,8.93,6.57,0,44.94,0,0,11.3,572.85,0,0,7.69,0,12.53,8.45,0,4.24,0,0,1.91,0,9.69,0,1.05,0
