stage,eye,gut,mesenchyme,neural,olfactory,paraxial_mesoderm
  7-9,0,0,0,0,0,3.62
 10-12,0,0,0,0,0,5.73
 24-34,0,0,1.22,0.64,0,0
 36-46,0,0,0,0.79,1.47,0
 48-58,0.64,0,0,0.95,2.66,0
 72-82,0,0,0,1.35,0,0
 84-94,0,0,0,0,8.4,0
 96-106,0,2.25,0,0,32.64,0
108-118,0,0,0,0,9.2,0
120,0,0,0,0,44.76,0
