stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,38.45,585.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.39,0,0,0,0,0,0,0,0,0,0
  5-6,54.87,1007.3,0,0,0,0,0,0,0,0,0,0,0,11.6,0,0,0,0,0,0,0,0,0,0,0,35.98,0,0,0,11.61,0,36.59,0,0,0,0,0,0,0,0,0,0
  7-9,43.48,31.25,0,56.37,0,0,0,71.66,0,0,0,0,0,50.79,0,0,0,0,0,0,0,0,0,0,0,964.27,40.73,0,0,340.95,0,3.89,0,0,0,0,0,0,0,0,0,0
 10-12,0,11.02,0,67.2,0,6.65,0,52.94,0,0,0,0,0,10.47,0,0,0,0,0,0,0,0,0,0,0,726.13,32.77,0,0,339.18,0,0,0,74.46,0,10.34,0,0,0,0,0,0
 14-21,0,0,0,0.93,6.59,0,0,2.91,0,0,0,3.64,0,0.98,0,0,0,0,0,0,0,8.48,0,0,2.64,41.18,0,0,0,0,0,3.04,4.75,0,0,12.77,12.46,0,0,0,0,0.84
 24-34,0,0,0,0.89,6.43,0,0,6.15,0,0,1.76,2.14,0.68,0,0,0,0,0,0,0,11.43,10.29,0,0,1.65,58.33,1.19,0,2.58,0,0,0.99,0,0,0,0.8,10.66,0,0,4.55,0,0
 36-46,0,0,0,0,0,0,0,10.62,0,0,0,4.48,0,0,0,0,0,1.49,2.09,0,0,8.25,0,0,2.04,45.79,2.79,2.07,0,0,0,0,0,0,0,0,20.99,0,0,4.99,0,0
 48-58,0,0,0,0,0.37,0,0,8.32,0.74,0,0,25.38,0,0,0,0,0,0,0,0.65,0,12.39,0,0,5.56,14.62,0.62,1.49,1.33,0,0,0.44,0,1.25,0,0,23.44,0,0,4.72,0,1.29
 60-70,0,0,1.8,0,2.34,0,0,6.27,0,1.12,0,16.01,2.83,0,0,5.87,0,0,0,0,3.37,16.8,0,0,2.21,24.36,0.66,4.62,1.2,0,1.13,0,0,0,0,0,16.05,0,0.82,11.91,0,3.58
 72-82,0,0,6.27,0,3.75,1.23,0,3.92,0,1.27,1.02,42.53,19.63,0,1.63,1.96,0,2.16,0.62,0,0,41.09,0,1.99,6.51,40.79,0,1.18,1.09,0,0,3.36,0,1.09,0,0,4.84,0,0,8.8,0,0
 84-94,0,0,3.3,0,4.96,0.84,1.75,24.27,0,0,2,16.77,25.59,0,0.7,3.04,1.37,1.59,0,0,12.52,31.86,7.36,5.31,2.29,29.5,1.27,1.68,9.92,0,2.68,1.59,0,1.28,0,0,10.33,0,1.05,25.06,0.66,0
 96-106,0,0,9.82,1.03,10.39,0,2.29,21.08,0,1.36,0,40.45,57.79,0,1.72,2.64,0,0,0.75,0,1.15,66,2.82,1.86,1.59,58.73,3.27,1.12,16.9,0,1.17,8.68,0,1.41,0,0,11.99,0,1.63,10.59,1.14,1.41
108-118,0,0,1.48,0,21.36,0.46,5.57,24.25,0,4.61,2.03,34.38,62.43,0,0,6.29,2.55,3.28,0,1.93,2.19,101.93,1.27,6.13,4.8,62.07,2.82,3.18,9.04,0,1.55,1.53,0,1.26,0.86,0,2.4,0.69,0,20.44,1.1,8.33
120,0,0,8.73,0,27.07,3.19,7.95,4.91,2.82,0,0,37.23,51.74,0,0,1.29,0,3.73,0,4.74,1.51,103.63,0,0,16.21,88.61,4.71,0,3.41,0,0,0,0,3.18,0,0,0,0,0,20.6,3.79,0
