stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,10.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,39.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,6.92,21.01,0,3.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.04,0,0,0,25.71,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,12.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.03,0,0,0,169.74,0,0,0,0,21.17,0,28.65,5.09,0,0,0,0,0
 14-21,0,0,3.74,0,8.93,16.51,0,0,0,0,0,4.81,1.08,1.45,0,0,0,0,0,0,136.99,0,0,184.55,244.78,2.32,4.46,0,2.11,0,0,1.44,89.82,0,228.28,657.38,122.36,0,0,69.17,0,3.43
 24-34,0,0,1.37,0,4.54,44.66,0,35.48,58.79,2.52,37.27,40.73,0,16.48,0,6.03,12.13,0,0,47.08,338.41,0,0,213.92,2019.76,6.16,59.17,4.48,0,0,4.67,0,0.85,3.78,65.99,100.79,572.63,0,0,560.38,0,100.57
 36-46,0,0,0,0,11.03,0,0,129,80.48,10.58,89.01,104.92,1.04,11.87,0,0,0,0,0,150.46,501.2,0,6.17,177,5006.08,0.8,42.02,0,0,2.1,9.48,0,0,0,23.64,11.37,1054.44,0,0,380.4,0,217.38
 48-58,0,0,0.81,0,26.65,11.88,0,604.17,54.82,14.55,145.79,252.46,0,17.69,5.51,0,9.13,0,2.56,85.94,502.27,0,22.43,161.92,7807.22,0.44,20.63,1.72,0,1.4,19.58,0,0,0.93,9.14,0,1379.14,0,0,368.03,0,414.83
 60-70,0,0,0.95,0,31.91,0.58,0,1064.08,90.96,21.44,127.81,425.6,0.85,19.67,14.76,0,35.88,3.73,5.16,49.48,503.06,1.91,26.48,129.38,10513.84,0,20.45,1.49,0,1.88,18.04,0,0,0,11.6,0,1700.58,0,0,364.54,0,435.04
 72-82,0,0,1.14,0,34,8.78,1.22,1125.42,56.53,11.9,151.98,579.18,1.33,18.11,3.3,0,21.09,3.49,1.6,19.69,716.74,0,24.32,104.54,7508.93,0,13.16,7.91,0,7.59,4.88,0,0,0,5.82,0,1028.28,2.43,8.54,562.63,2.95,335
 84-94,0,0,1.85,0,23.16,8.32,0,855.28,62.46,5.84,139.12,580.53,0,33.32,6.56,0,50.77,21.37,2.93,60.87,558.48,0,24.09,94.39,4431.07,0,10.68,2.99,0,8.88,22.75,0,0,0,2.13,0,526.51,1.35,3.16,531.79,4.95,143.17
 96-106,0,0,1.6,1.07,40.76,31.39,9.17,594.33,36.54,0.69,95.47,588.49,0,40.95,5.18,1.2,9.3,10.39,10.53,30.76,360.41,0,28.06,48.41,3228.53,0.97,13.81,4.02,1.2,6.48,16.18,0,0,4.76,1.88,0,297.8,1.13,8.54,508.18,8.28,190.38
108-118,0,0,0,0,34.45,11.11,0.69,573.53,48.86,1.23,64.82,804.98,2.78,11.24,1.59,0.44,11.6,18.8,3.34,51.71,490.16,1.55,29.27,68.3,4786.2,0.69,11.64,4.52,0,26.25,12.58,0,0,3.09,7.88,0,222.37,1.77,4.51,481.43,2.59,193.77
120,0,0,0,1.28,78.45,14.58,1.14,937.38,37.11,17.77,167.2,1039.21,2.42,43,11.18,1.65,23.07,35.7,4.16,13.75,590.45,0,32.92,62.4,9143.58,6.31,21.73,4.03,0,65.36,16,0,0,0,2.33,0,457.57,0,5.42,696.98,12.22,55.44
