stage,eye,neural,olfactory,pronephros
 24-34,0,0.68,8.51,0
 36-46,0,0,6.75,0
 48-58,0,0,3.01,0
 72-82,0,1.85,1.69,0
 84-94,0.82,0,0,0
 96-106,0,0,0,0.7
108-118,0,0,9.32,0
