stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,38.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,90.94,0,0,0,0,0,0,0,0,0,0,0,11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.28,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,4.19,0,0,0,0,0,70.77,0,0,0,0,0,0,0,0,0,0,0,24.84,3.7,0,0,34.3,14.98,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,13.41,0,521.86,0,11.38,0,0,0,0,0,33.28,0,0,0,0,0,0,0,0,0,0,0,201.23,6.41,0,0,19.44,13.19,0,0,929.45,0,0,0,0,0,0,0,0
 14-21,0,0,0,5.21,75.05,4430.37,0,16.78,0,0,0,5.28,16.43,0,29.44,1.4,0.83,0,0,0,0,19.36,9.25,0,37.19,199.87,2.93,1.02,1.65,3.81,1466.65,0,14.52,1.46,12.46,38.45,45.78,0,0,597.73,0,0
 24-34,0,0,0,1.05,33.42,397.3,0,10.74,0,0.77,0,3.08,0,0,63.61,0,8.96,0.7,0,0,1.29,21.66,10.49,0.81,10.82,1261.64,0.75,19.56,0.98,0,400.69,0,0,0,0,8.34,19.24,0,0,2340.6,0,0
 36-46,0,0,0,0,85.25,90.99,0,20.18,0,1.04,0,2.48,0,0,25.08,0,1.23,0,0,0,0,18.24,14.67,0,10.12,3576.02,0,25.92,7.21,0,509.02,0,0,0,0,0,85.86,0,0,1557.96,0,0
 48-58,0,0,0,0,64.02,11.9,0,103.21,4.47,2.48,0,29.97,0,0.37,46.35,1.34,0.61,0,0,2.43,0.56,27.95,4.47,0,6.41,3136.6,0.62,19.45,0.52,0,444.21,0,0,0,0,0,125.21,0,0,1252.68,0,12.02
 60-70,0,0,0,0,116.85,0,0,41.85,2.35,8.93,2.84,7.84,8.86,0,63.48,2.38,13.12,0,0,0,0,59.22,2.11,3.15,18.62,2476.13,0,19.36,0,0,398.75,0,0,1.72,0,0,71.28,0,1.88,1147.08,0,4.38
 72-82,0,0,0,0,95.46,4.24,0,67.43,0,1.25,0.94,15.79,109.18,1.61,84.96,0,5.7,0,0,1.65,0,71.72,11.85,3.54,4.35,1875.71,0,41.67,9.21,0,180.67,0,0,0,0,0,22.69,6.85,7.23,1663.79,2.54,1.89
 84-94,0,0,0,0,297.87,19.31,0,102.85,2.65,1.9,2.13,12.65,169.16,0,77.76,0,39.33,0,0,2.64,0,58.07,7.92,4.7,3.7,876.04,0,112.15,0.88,0,834.22,1.4,0,0,0,0,0,8.96,1.55,1529.58,0,0
 96-106,0,0,0,0,290.51,10.83,0,78.18,7.51,3.55,0,9.98,306.99,0,94.44,7.23,58.74,0,1.69,0,0,37.23,21.16,4.39,2.88,779.39,0,85.43,2.42,0,791.01,0,0,6.32,0.76,0,13.36,10.93,0,1746.81,8.13,10.23
108-118,1,0,10.87,0,252.28,6.47,2.73,44.96,0.54,12.1,0.48,9.66,407.01,0,65.51,5.67,52.82,0,0,5.45,0,78.06,28.17,4.52,3.13,1199.09,0.67,107.64,0,0,866.82,0,0,4.25,0.61,0,5.42,14.35,9.23,1355.81,0,3.28
120,0,0,0,0,131.33,13.32,0,110.19,0,1.43,0,8.22,247.12,0,69.54,5.1,32.8,0,4.79,0,0,38.13,18.23,19.72,2.93,1004.41,0,58.74,0,0,281.4,0,0,0,0,0,0,6.7,3.74,1763.2,0,0
