stage,blastomeres,epidermis,eye,glial,mesenchyme,neural,spinal_cord,xanthophores
  5-6,18.98,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,4.87,0,0
 36-46,0,0,0,0,0,8.36,1.09,0
 48-58,0,0,0.83,3.71,0,16.92,1.39,0
 60-70,0,0.63,3.73,1.06,0,72.7,0,0
 72-82,0,0,2.83,0,0,62.22,2.93,3.79
 84-94,0,0,0,1.17,0,23.76,0,0
 96-106,0,0,2.57,0.91,2.12,24.94,0,0
108-118,0,0,2.74,0,0,21.94,0,0
120,0,0,0,0,0,48.22,0,0
