stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,165.55,1517.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.83,0,0,0,0,0,0,0,0,0,0
  5-6,81.39,2024.91,0,12.33,0,0,0,0,0,0,0,0,0,14.25,0,0,0,0,0,0,0,0,0,0,0,182.19,17.23,0,0,40.19,0,39.66,0,0,0,0,0,0,0,0,0,0
  7-9,67.13,57.47,0,109.41,0,0,0,315.22,0,0,0,0,0,87.3,0,0,0,0,0,0,0,0,0,0,0,1548.19,108.14,0,0,564.37,0,7.1,0,0,0,0,0,0,0,0,0,0
 10-12,0,9.07,0,151.08,0,9.35,0,124.64,0,0,0,0,0,20.92,0,0,0,0,0,0,0,0,0,0,0,1517.15,30.34,0,0,384.73,0,6.22,0,54.04,0,0,5.09,0,0,0,0,0
 14-21,0,1.36,1.69,23.95,583.78,79.46,0,105.71,0,4.45,0,35.46,15.67,11.33,4.23,0,25.13,0,2.86,1.16,8.1,149.95,2.14,0,103.39,1402.65,29.55,24.35,33.54,52.68,0,82,273.85,36.43,48.41,304,488.72,0,0,12.77,0,13.09
 24-34,0,0,2.95,5.29,67.29,5.18,0,54.35,0,9.53,1.9,26.08,2.17,0,2.25,1.41,22.89,4.9,5.19,4.24,3.46,73.43,0.65,0.81,39.37,694.64,5.92,19.2,10.5,0,0,126.14,0.76,15.62,4.62,42.31,209.31,0,0,31.09,0,3.23
 36-46,0,0,0,0,45.7,0,0,57.95,2.41,25.41,3.24,6.57,1.28,0,0.6,5.16,59.03,0,3.18,0.83,7.07,26.6,1.65,0,10.05,381.73,3.02,17.24,8.24,0,0,233.49,0,3.67,5.94,0.56,81.12,0,0,16.83,0,21.92
 48-58,0,0,0.49,0,19.51,0.82,0,127.35,5.88,9.47,2.75,16.79,3.83,0,2.32,4.94,0.83,0,1.14,0.37,4.84,28.69,4.01,0,7.07,341.51,11.97,8.81,9.14,0,0,118.44,0,13.56,1.59,0,51.94,0,0.64,4.22,0,22.08
 60-70,0,0,0.57,0,54.25,5.5,0,213.73,7.71,12.91,0,14.2,2.77,1.77,2.81,7.82,10.73,9.45,2.13,0,1.64,22.81,0.58,5.2,1.7,269.69,2.27,6.43,0,0,0,100.56,0,9.51,5.69,0,24.48,0,0.57,2.26,0.71,6.68
 72-82,0,0,3.14,0,21.21,17.07,0,307.65,1.49,10.64,1.24,25.6,3.53,1.88,2.17,22.45,5.28,0,4.65,1.03,6.85,75.66,2.72,3.94,8.93,314.8,2.28,11.52,3.65,0,1.95,60.24,0,4.38,0.54,0,52.03,9.94,2.13,18.83,0.92,10.67
 84-94,0,0,4.32,0,58.01,19.48,1.52,163.82,0,9.56,0.83,17.35,4.44,0.71,0,28.9,7.94,5.04,3.99,0.68,0,32.9,3.16,5.03,9.67,146.37,0.98,4.29,1.49,0,0,128.19,0,1.58,2.4,0,33.07,5.35,2.31,15.21,2.22,0.59
 96-106,0,0,0.9,0,52.27,46.95,0,150.11,2.51,9.32,3.82,27.17,5.77,0,2.76,33.1,11.98,1.2,5.13,2.38,0,19.48,1.01,0,11.52,161.42,0,14.17,6.48,0,0,65.61,0,1.23,8.95,0,12.72,6.72,0,23.22,0.81,15.98
108-118,0,0,1.55,0,42.58,17.32,0,157.07,4.71,13.35,1.12,29.57,6.78,0,0.99,24.93,7.55,8.35,2.79,4.7,2.54,52.2,0.43,0,4.84,282.62,3.43,13.45,7.91,0,3.91,70.03,0,4.5,4.03,0,7.39,5.61,0,7.83,0.7,19.56
120,0,0,3.99,0,80.48,39.09,0,128.05,2.31,26.06,1.98,38.94,17.76,0,0,39.76,4.74,1.11,8.2,12.72,3.26,44.28,0,0,15.71,296.68,9.03,35.28,10.85,0,0,128.3,0,22.91,2.33,0,2.31,6.92,0,28.05,0,2.85
