stage,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
 14-21,0,3.03,148.83,11.68,0,23.09,0,0.88,0,13.26,2.2,6.79,0,0,0.81,0,0,0,0,23.18,0,0,10.63,323.73,14.37,0.89,27.08,5.9,0,39.94,4.01,11.09,2.22,15.19,80.49,91.33,0,0,5.32,0,6.28
 24-34,0,3.86,97.05,26.68,0,56.45,0,4.91,2.23,4.56,1.82,0,2.9,0,5.89,0,10.08,14.11,0,50.38,1.37,0,12.39,486.01,6.86,11.51,71.86,0,0,187.15,0,0,9.39,0,27.13,88.48,0,0,31.53,0,4.6
 36-46,1.4,0,37.9,9.43,0,178.15,2.92,34.09,0,50.69,0.61,0,0.69,1.03,3.17,0,28.25,5.03,1.45,92.03,3.23,2.87,28.07,566.27,2.89,15.35,51.38,0,0,281.27,3.91,0,4.99,0,0.58,120.8,0,0,7.03,0,13.02
 48-58,0,1.32,61.46,11.64,0,349.59,0,21.61,1.8,68.4,2.24,0,1.32,0,1.71,0.47,22.16,3.83,0,89.06,4.49,1.02,18.14,460.54,18.04,3.78,113.6,0,0,214.44,0,0,2.04,0,0,79.18,0,0,7.37,0,9.78
 60-70,4.1,0,28.22,1.41,0,490.03,1.96,21.78,1.38,108.36,7.41,0,0,0,13.62,1.82,58.34,2.17,0,76.1,0.73,5.49,6.74,421.36,3.14,8.19,125.1,0,0,183.3,0,0,1.87,0,0,52.93,3.21,0.61,3.85,1.62,7.85
 72-82,2.06,0,36.99,2.9,0,484.11,3.37,9.2,9.76,245.34,26.51,0,0.56,4.34,0,2.47,72.79,13.62,5.52,117.4,0,2.77,10.99,433.33,12.35,4.92,186.14,0,0,129.85,0,0,3.15,0,0,32.5,3.21,1.88,14.92,0.57,15.02
 84-94,1.6,0,74.72,5.65,0,458.06,0,16.29,5.38,275.15,60.45,0,1.8,0,1.61,9.22,82.35,46.07,0,144.64,5.77,10.82,7.43,419.13,16.5,3.53,257.64,0,0,442.16,0,0,12.54,0,0,35.75,6.78,5.26,20.73,6.42,36.12
 96-106,9.18,0,50.31,23.91,0,348.35,0,7.51,2.29,219.02,68.05,0,0,1.78,5.21,0.92,148.51,50.45,0,66.17,2.97,2.82,3.52,312.66,8.93,8.49,270.81,0,0,199.12,1.57,0,5.82,0,0,18.38,2.2,2.54,22.9,3.21,25.76
108-118,2.11,1.66,67.42,9.12,2.98,313.79,0.73,6.09,0.73,338.65,54.17,0,0,5.05,4.39,8.04,68,218.19,0,84.89,3.52,2.94,2.55,530.83,12.59,8.01,173.06,0,0.96,129.49,0.79,0,3.19,0,0,5.33,6.86,2.16,6.07,0,65.8
120,0,0,32.26,6.35,0,160.51,0,2.25,0,239.71,7.75,0,0,0,1.39,11.11,58.53,17.27,0,54.38,2.91,2.35,0,421.46,4.28,0,153.43,0,0,79.64,1.53,0,3.73,0,0,8.49,1.65,0,0,0,7.05
