stage,eye,fin_epithelia,fin_mesenchyme,glial,gut,melanocytes,mesenchyme,muscle,neural,notochord,spinal_cord
 14-21,0,0,0,0,0,0,0,0,0,0.94,0.89
 24-34,0,0,0,0.92,0,0,0,1.36,0.87,0,3.3
 36-46,0,0,0,0,0,0,2.35,3.37,9.07,0,1.53
 48-58,0,0,1.96,0,0,0,0.39,0,0,0,0.73
 60-70,0,0,2.7,0,0,0,0,0,0,0,0
 72-82,0,0,0,0.71,0,0,0,0,0,0,7.79
 84-94,0,0.62,0,0,0.68,4.83,0,1.44,0,0,0
 96-106,0,0,0,0,0.85,1.03,0,0,0,0,4.48
108-118,0,0,0,1.79,0.7,0,0.5,0,0,0,0
120,19.49,0,0,0,0,0,0,0,0,0,0
