stage,epidermis,heart,immune,lateral_line,mesenchyme,muscle,neural,periderm,spinal_cord,vasculature
 24-34,0.95,0,0,0,0,0,0,0.62,0,0
 36-46,0,0,0,0,0,0,0,0.58,0.76,0
 48-58,0,0.45,0,0,0.74,0,0,0,0,0
 60-70,0,0,0,0.73,0,0,0,0,0,0
 72-82,0,0,0,0,0,1.06,2.96,0,4.41,0
 84-94,0,0,0,0,0,0,1.87,1.97,0,0
 96-106,0,0,2.37,0,8.72,0,1.27,0,0,0
108-118,0,0,1.04,0,0.43,0,3.54,0,0,0
120,0,0,5.24,0,5.72,0,0,0,0,1.46
