stage,epidermis,eye,fin_epithelia,glial,lateral_line,mesenchyme,muscle,neural,olfactory,spinal_cord,xanthophores
 14-21,0,0,0,0,0,0,5.19,0,0,1.02,0
 24-34,0,0,0,0,0,0,0,7.98,0,0.82,0
 36-46,0,1.82,0,0,0,0,0,12.28,0,0.9,0
 48-58,1.23,0,0,3.74,0,0,0,6.54,0.74,1.61,0
 60-70,0,7.02,0,0,0,3.47,0,18.37,0,2.3,0
 72-82,0,11.54,0,4.17,0,1.7,0,6.92,0,0,0
 84-94,0,3.6,9.46,0,1.91,0,0,0,0,0,2.76
 96-106,0,6.27,0,6.56,0,0.74,0,8.57,0,0,0
108-118,0,0,0,0,0,0,0,1.84,0,0,0
120,0,9.66,0,0,0,0,0,3.3,0,0,0
