stage,epidermis,gut,immune,neural
  7-9,0,0,0,3.93
 60-70,0,0.61,0,0
 72-82,0,5.49,0,0
 84-94,0,6.67,0,0
 96-106,0,2.62,0,0
108-118,1.55,1.81,0,0
120,0,0,4.76,0
