stage,endoderm,eye,immune,muscle,neural,paraxial_mesoderm,spinal_cord
  7-9,0,0,0,0,0,7.23,0
 14-21,0,0,0,1.1,0,0,0
 24-34,1.86,1.49,0,0,5.96,0,0
 36-46,0,0,0,0,0.94,0,2.41
 48-58,0,0.52,0,0,3.7,0,0
 60-70,0,0,0,0,7.28,0,0
 72-82,0,4.49,0,0,6.07,0,0
 84-94,0,0,1,0,0,0,0
 96-106,0,0,0,0,1.72,0,0
108-118,0,10.98,0,0,0,0,0
