stage,epidermis,eye,fin_epithelia,immune,mesenchyme,neural,periderm,spinal_cord,vasculature
 10-12,0,0,0,0,0,4.49,0,0,0
 14-21,0,0,0,0,0,0,6.79,0,0
 24-34,1.68,0,0,0,0,0,7.14,0,0
 36-46,6.97,0,0,0,0,0,1.35,0,0
 48-58,0.67,0,0,0,0,0,2.49,1.21,0
 60-70,1.05,4.94,0,0,0,5.64,3.31,0,0
 72-82,0,0,0,0,0.92,0,0,0,0
 84-94,7.32,8.89,2.03,0,0,0,4.01,0,1.55
 96-106,5.47,0,0.71,0,0,0,9.81,0,0
108-118,7.5,0,0,0.88,0,1.78,0.79,0,0
120,10.03,0,1.05,0,0,0,3.61,0,0
