stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,16.21,503.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.29,0,0,0,0,0,0,0,0,0,0,0
  5-6,44.58,315.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,4.86,0,0,0,0,0,0,0,0,0,0,3.94,0,0,0,0,0,0,0,0,0,0,0,47.51,0,0,0,28.09,0,0,6.94,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,25.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167.06,0,0,0,16.44,0,0,8.5,0,7.73,0,0,0,0,0,0,0,0
 14-21,0,0,0.82,0.87,204.5,44.23,0,0,0,0,0,4.62,0.95,3.95,2.44,15.07,0,0,0,0,39.75,2.71,0,31.48,35.23,9.67,0.96,2.54,0.96,0,29.73,0,7.61,9.77,1.91,15.3,10.02,0,0,43.02,0,0
 24-34,0,0,0,1.34,101.81,3.65,11.12,0,9.63,2.9,1.98,3.13,0,25.49,8.56,27.08,0.6,2.5,0,3.49,79.63,4.39,0.89,30.05,55.62,4.21,0.78,1.35,0,0,58.99,0,0.95,7.36,0,1.25,14.95,0,0,65.13,0,4.09
 36-46,0,0,0,0,88.48,0,7.75,0,15.42,15.27,0,0.82,0,18.67,0,3.01,0.65,3.03,0,14.1,102.78,0,2.96,16.97,51.95,0,11.17,7.09,0,0,71.84,0,0,4.75,0,0,4.31,0,0,27.65,0,6.9
 48-58,0,0,0,0,54.48,2.87,1.96,0,12.08,17.87,1.55,0,0,7.79,0,8.18,0,2.95,0,6.4,111.45,0.41,2.26,19.49,49.33,0.52,0.74,2.39,0,0,50.95,0,0,0,0,0,6.35,0,0,35.65,0,22.64
 60-70,0,0,0,0,70.89,0,15.87,0,30.73,34.4,9.71,0.62,0,5.59,2.82,3.12,0,0,0,0.59,162.18,1.46,0.63,14.85,33.82,0.87,3.52,3.93,0,14.03,53.9,0,0,0,0,0,5.92,0,4.04,21.59,0.87,14.55
 72-82,0,0,0.87,0,41.23,0,17.55,0,14.32,41.85,1.51,4.38,0,4.06,7.74,2.48,3.11,2.9,2.13,0,170.04,1.32,9.07,12.21,39.2,0,0.49,2.7,0,4.06,53.42,0,0,1.88,0,0,8.54,0.87,6.03,61.07,9.25,8.43
 84-94,0,0,2.77,0,109.76,2.12,21.33,0,31.1,39.11,4.78,5.12,0.71,9.26,12.43,11.09,1.92,4.61,0,3.81,178.2,5.22,5.04,23.96,19.39,0,0.99,1.36,0,4.76,176.29,0,0,6.38,0,0,2.15,2.31,3.38,56.41,5.15,3
 96-106,0,0,0,0,79.92,18.97,26.24,0,21.05,20.41,20.53,9.35,0,7.04,12.64,12.79,0.59,2.15,10.81,2.16,152.29,3.39,14.26,8.34,19.99,5.11,3.5,0,0,14.04,187.43,0,0,0,0,0,5.09,2.88,8.26,57.43,3.38,8.22
108-118,0,0,1.48,0.49,132.46,1.66,40.56,0.86,33.12,26.71,6.1,10.91,0,1.39,8.12,11.67,7.4,0.5,0,0,146.45,4.11,11.83,15.09,54.27,0.5,2.53,3.5,0,4.92,131.9,0,0,0.83,0,0,5.31,2.08,6.77,65.56,5.14,7.24
120,0,0,3.9,0,101.09,0,13.5,4.89,14.36,24.45,4.2,10.47,0,7.27,23.15,9.65,0,0,0,0,109.9,1.72,31.85,8.82,13.64,3.06,0,1.86,0,4.48,99.88,0,0,2.12,0,0,0,1.19,3.48,49.6,11.14,0
