stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,35.48,465.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,18.85,290.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.65,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,8.98,0,0,0,19.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.98,0,0,0,31.37,0,0,4.3,0,0,0,0,0,0,0,0,0
 10-12,4.89,14.43,0,0,0,0,0,47.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,841.08,27.64,0,0,42,0,0,0,0,16.28,0,6.57,0,0,0,0,0
 14-21,0,0,0,0.87,37.22,17.08,0,28.24,0,0,0,18.18,0,0,0,0,3.48,0,0,0,0,9.8,0,0,2.81,503.66,0.97,1.51,11.37,2.12,0,24.47,0,2.12,2.78,2.72,278.35,0,0,4.23,0,0
 24-34,0,0,0.66,0.67,4.7,0.66,0,74.78,0,0.8,1.59,36.7,0.69,1.5,1.36,0.73,5.55,0,0.98,1.73,1.66,24.4,0.68,0,2.28,2114.53,4.91,43.49,16.03,0,0,32.7,0,0,4.42,1.33,571.31,0,0,23.91,0,3.26
 36-46,0,0,0,0,3.53,0,0,223.99,0,1.58,1.25,169.59,1.28,0,3.3,0,5.49,0,0,0,0,28.29,0,0,6.07,4630.57,5.01,39.77,15.58,0,0,99.76,0,0,4.84,0,868.85,0,0,10.72,0,10.31
 48-58,0,0,1.1,0,24.08,2.08,0,1042.85,0,10.2,1.01,465.4,0.87,1.03,2.76,0,12.05,3.18,1.28,18.81,8.43,47.42,0,3.99,15.96,6700.64,3.74,48.39,16.22,0,0,60.69,0,0,2.77,0,1266.28,0,0,11.2,0,15.01
 60-70,0,0,0.82,0,28.61,0,0,2169.97,0,0.69,0,658.64,6.23,0,0,3.82,13.89,8.41,4.9,8.06,10.1,49.35,0,20.2,5.79,5803.12,5.94,23.74,25.77,0,0.71,21.94,0,0,37.45,0,849.07,0,0,5.68,0,22.74
 72-82,0,0,0.88,0,37.05,14.04,0,2148.36,0.75,0.98,13.28,737.92,4.59,0.52,5.29,3.29,5.08,1.14,1.63,15,0,120.43,1.44,8.31,12.53,4499.14,0,30.6,53.6,0,4.65,13.11,0,0,6.62,0,537.28,7.3,3.86,9.79,2.83,34.49
 84-94,0,0,1.95,0,29.37,6.5,0,1519.17,0,3.23,7.5,524.54,20.69,0,1.44,7.08,7.17,12.42,4.52,36.27,1.46,88.7,0,4.79,6.46,2659.89,0.56,23.09,37.1,0,0,18.57,0,0,20.55,0,362.12,24.96,1.32,19.97,2.68,17.37
 96-106,0,0,0,0,20.45,9.06,0,1220.8,0,3.28,5.12,498.93,12.54,0,6.01,6.95,15.13,5.04,4.5,27.08,0,78.75,1.51,6,5.76,1962.94,0.79,40.08,30.99,0,3.86,27.9,0,0,17.17,0,140.47,26.46,4.15,29.54,0.83,7.58
108-118,0,0,0.77,1.17,33.41,2.6,1.13,1081.77,0,1.6,1.05,523.46,20.72,0,1.96,6.06,9.04,20.17,1.41,7.06,0,75.31,6.98,5.03,10.42,2883.72,0.41,36.18,25.58,0,1.6,13.52,0,0,19.54,0,95.79,34.68,0,11.16,0,0.68
120,0,0,4.32,0,20.54,14.58,0,1057.07,0,1.8,45.55,777.09,48.04,0,7.91,9.71,15.61,7.19,5.38,0,1.61,92.12,0,0,10.57,3648.02,0,55,43.61,0,0,16.5,0,0,15.96,0,258.09,11.24,6.81,1.09,33.73,0
